ip,port,status_code,server_header,nginx_version
"139.162.191.15","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"91.184.31.92","80","200","nginx","unknown"
"91.184.31.92","443","200","nginx","unknown"
"185.85.18.165","80","200","nginx","unknown"
"185.85.18.165","443","200","nginx","unknown"
"80.111.6.144","80","200","nginx","unknown"
"84.106.1.251","80","403","nginx","unknown"
"84.106.1.251","443","403","nginx","unknown"
"136.144.179.45","80","200","nginx","unknown"
"136.144.179.45","443","200","nginx","unknown"
"136.144.160.45","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"136.144.160.45","443","500","nginx/1.24.0 (Ubuntu)","1.24.0"
"95.211.170.181","80","200","nginx/1.28.2","1.28.2"
"95.211.170.181","443","200","nginx/1.28.2","1.28.2"
"139.162.190.79","80","404","nginx-rc","unknown"
"139.162.190.79","443","200","nginx-rc","unknown"
"185.56.232.208","80","403","nginx/1.10.3","1.10.3"
"217.180.14.226","80","200","nginx/1.27.5","1.27.5"
"217.180.14.226","443","200","nginx/1.27.5","1.27.5"
"92.68.85.249","80","200","nginx","unknown"
"95.168.162.163","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"95.168.162.163","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.97.42","80","200","nginx/1.12.1 (Ubuntu)","1.12.1"
"139.162.97.42","443","200","nginx/1.12.1 (Ubuntu)","1.12.1"
"84.87.191.160","80","200","nginx","unknown"
"84.87.191.160","443","200","nginx","unknown"
"192.129.25.69","80","200","nginx","unknown"
"192.129.25.69","443","200","nginx","unknown"
"109.235.74.145","80","200","nginx","unknown"
"109.235.74.145","443","200","nginx","unknown"
"212.32.242.44","80","200","nginx","unknown"
"212.32.242.44","443","200","nginx","unknown"
"139.162.27.97","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.27.97","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"23.109.137.162","80","403","nginx","unknown"
"23.109.137.162","443","403","nginx","unknown"
"136.144.239.63","80","200","nginx","unknown"
"136.144.239.63","443","200","nginx","unknown"
"92.111.176.42","80","503","nginx/1.19.3","1.19.3"
"92.111.176.42","443","503","nginx/1.19.3","1.19.3"
"86.105.245.33","80","404","nginx","unknown"
"86.105.245.33","443","200","nginx","unknown"
"139.162.127.160","80","403","nginx","unknown"
"139.162.127.160","443","403","nginx","unknown"
"45.136.254.93","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"45.136.254.93","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.34.220.25","80","200","nginx","unknown"
"185.34.220.25","443","200","nginx","unknown"
"5.79.113.54","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"5.79.113.54","443","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"93.186.176.81","80","200","nginx","unknown"
"93.186.176.81","443","200","nginx","unknown"
"194.59.218.249","80","404","nginx","unknown"
"194.59.218.249","443","404","nginx","unknown"
"85.10.159.199","80","200","nginx","unknown"
"85.10.159.199","443","200","nginx","unknown"
"95.211.19.22","80","200","nginx","unknown"
"95.211.19.22","443","200","nginx","unknown"
"84.247.9.98","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"84.247.9.98","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"45.138.126.132","80","403","nginx/1.22.0","1.22.0"
"45.138.126.132","443","403","nginx/1.22.0","1.22.0"
"147.90.6.85","80","503","nginx","unknown"
"84.80.104.61","80","200","nginx","unknown"
"143.179.43.241","80","502","nginx","unknown"
"217.22.19.250","80","200","nginx/1.14.2","1.14.2"
"217.22.19.250","443","200","nginx/1.14.2","1.14.2"
"195.240.99.164","80","200","nginx","unknown"
"195.240.99.164","443","200","nginx","unknown"
"45.142.146.227","80","400","nginx","unknown"
"45.142.146.227","443","400","nginx","unknown"
"185.216.162.178","80","200","nginx","unknown"
"185.216.162.178","443","200","nginx","unknown"
"185.107.90.218","80","200","nginx","unknown"
"185.107.90.218","443","200","nginx","unknown"
"185.224.133.140","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.224.133.140","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"67.22.46.11","80","200","nginx","unknown"
"67.22.46.11","443","401","nginx","unknown"
"188.164.249.84","80","404","nginx-more","unknown"
"188.164.249.84","443","404","nginx-more","unknown"
"62.221.194.139","80","200","nginx","unknown"
"62.221.194.139","443","200","nginx","unknown"
"185.78.164.163","80","200","nginx","unknown"
"185.78.164.163","443","200","nginx","unknown"
"217.19.10.198","80","403","nginx/1.22.0","1.22.0"
"217.19.10.198","443","403","nginx/1.22.0","1.22.0"
"139.162.121.43","80","200","nginx/1.10.3","1.10.3"
"139.162.121.43","443","200","nginx/1.10.3","1.10.3"
"86.84.44.78","80","403","nginx","unknown"
"86.84.44.78","443","403","nginx","unknown"
"31.149.162.245","80","200","nginx","unknown"
"31.149.162.245","443","404","nginx","unknown"
"62.165.74.210","80","503","nginx","unknown"
"139.162.139.207","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.139.207","443","502","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.191.232","80","403","nginx/1.18.0 (Ubuntu)","1.18.0"
"5.102.136.55","80","200","nginx","unknown"
"5.102.136.55","443","200","nginx","unknown"
"185.132.177.132","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.132.177.132","443","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"83.87.248.31","80","200","nginx","unknown"
"83.87.248.31","443","200","nginx","unknown"
"95.211.148.130","80","401","nginx","unknown"
"95.211.148.130","443","401","nginx","unknown"
"149.210.176.200","80","200","nginx","unknown"
"149.210.176.200","443","401","nginx","unknown"
"139.162.103.49","80","403","nginx/1.18.0 (Ubuntu)","1.18.0"
"141.224.207.224","80","200","nginx","unknown"
"141.224.207.224","443","200","nginx","unknown"
"84.107.91.55","80","200","nginx","unknown"
"188.72.216.53","80","200","nginx","unknown"
"188.72.216.53","443","200","nginx","unknown"
"77.172.118.175","80","200","nginx","unknown"
"77.172.118.175","443","200","nginx","unknown"
"5.79.90.35","80","200","nginx","unknown"
"86.80.152.80","80","200","nginx","unknown"
"86.80.152.80","443","200","nginx","unknown"
"5.79.97.225","80","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"5.79.97.225","443","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"77.250.193.159","80","200","nginx","unknown"
"185.252.132.12","80","200","nginx","unknown"
"185.252.132.12","443","200","nginx","unknown"
"77.163.238.87","80","200","nginx/1.26.1","1.26.1"
"77.163.238.87","443","401","nginx/1.26.1","1.26.1"
"31.187.238.30","80","200","nginx","unknown"
"31.187.238.30","443","200","nginx","unknown"
"185.201.18.68","80","404","nginx","unknown"
"185.201.18.68","443","404","nginx","unknown"
"185.78.165.45","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.78.165.45","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"45.87.2.153","80","403","nginx","unknown"
"45.87.2.153","443","404","nginx","unknown"
"31.204.151.58","80","200","nginx","unknown"
"31.204.151.58","443","200","nginx","unknown"
"5.79.64.152","80","200","nginx/1.23.1","1.23.1"
"5.79.64.152","443","200","nginx/1.23.1","1.23.1"
"185.107.91.141","80","200","nginx","unknown"
"185.107.91.141","443","200","nginx","unknown"
"45.80.37.140","80","404","nginx","unknown"
"139.162.130.96","80","404","nginx/1.14.0 (Ubuntu)","1.14.0"
"139.162.130.96","443","502","nginx/1.14.0 (Ubuntu)","1.14.0"
"139.162.112.151","80","200","nginx","unknown"
"178.22.86.67","80","200","nginx","unknown"
"178.22.86.67","443","200","nginx","unknown"
"88.208.38.83","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.180.222.50","80","404","nginx/1.4.5","1.4.5"
"185.180.222.50","443","404","nginx/1.4.5","1.4.5"
"37.252.125.34","80","200","nginx","unknown"
"37.252.125.34","443","200","nginx","unknown"
"5.255.126.52","80","200","nginx","unknown"
"37.230.228.165","80","200","nginx/1.28.1","1.28.1"
"37.230.228.165","443","200","nginx/1.28.1","1.28.1"
"81.205.239.12","80","200","nginx","unknown"
"81.205.239.12","443","200","nginx","unknown"
"136.144.166.192","80","200","nginx/1.22.1","1.22.1"
"136.144.166.192","443","502","nginx/1.22.1","1.22.1"
"92.114.107.114","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"92.114.107.114","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"31.184.86.46","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"31.184.86.46","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.27.215","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"147.90.6.155","80","503","nginx","unknown"
"185.23.27.139","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.23.27.139","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"45.84.218.71","80","200","nginx","unknown"
"45.84.218.71","443","200","nginx","unknown"
"80.114.50.247","80","200","nginx","unknown"
"80.114.50.247","443","200","nginx","unknown"
"92.66.56.146","80","502","nginx","unknown"
"92.66.56.146","443","200","nginx","unknown"
"45.137.103.168","80","200","nginx","unknown"
"139.162.8.106","80","200","nginx","unknown"
"139.162.8.106","443","200","nginx","unknown"
"92.108.16.37","80","403","nginx","unknown"
"92.108.16.37","443","403","nginx","unknown"
"5.255.116.143","80","200","nginx","unknown"
"213.174.136.6","80","403","nginx/1.26.2","1.26.2"
"213.174.136.6","443","403","nginx/1.26.2","1.26.2"
"78.142.242.127","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"78.142.242.127","443","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"95.168.164.211","80","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"95.168.164.211","443","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"188.72.227.76","80","404","nginx","unknown"
"188.72.227.76","443","200","nginx","unknown"
"185.53.160.71","80","200","nginx/1.10.2","1.10.2"
"185.53.160.71","443","404","nginx/1.10.2","1.10.2"
"87.212.133.240","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"87.212.133.240","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"178.85.175.57","80","200","nginx","unknown"
"178.85.175.57","443","200","nginx","unknown"
"85.10.154.78","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"85.10.154.78","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.54.159","80","200","nginx","unknown"
"139.162.54.159","443","200","nginx","unknown"
"81.4.86.70","80","404","nginx","unknown"
"81.4.86.70","443","404","nginx","unknown"
"194.187.99.247","80","404","nginx","unknown"
"81.171.38.198","80","200","nginx","unknown"
"81.171.38.198","443","200","nginx","unknown"
"136.144.201.170","80","200","nginx","unknown"
"136.144.201.170","443","200","nginx","unknown"
"213.174.139.242","80","403","nginx/1.26.2","1.26.2"
"213.174.139.242","443","403","nginx/1.26.2","1.26.2"
"23.109.21.180","80","403","nginx","unknown"
"23.109.21.180","443","403","nginx","unknown"
"178.162.170.145","80","200","nginx/1.28.1","1.28.1"
"178.162.170.145","443","404","nginx/1.28.1","1.28.1"
"147.90.6.125","80","503","nginx","unknown"
"62.131.86.119","80","200","nginx","unknown"
"45.82.68.239","80","200","nginx","unknown"
"45.82.68.239","443","200","nginx","unknown"
"139.162.250.54","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.111.252","80","200","nginx/1.4.6 (Ubuntu)","1.4.6"
"185.85.16.252","80","200","nginx","unknown"
"185.85.16.252","443","200","nginx","unknown"
"95.211.229.240","80","404","nginx","unknown"
"95.211.229.240","443","404","nginx","unknown"
"45.14.226.24","80","404","nginx","unknown"
"185.173.20.122","80","204","nginx","unknown"
"185.173.20.122","443","204","nginx","unknown"
"213.159.25.144","80","404","nginx","unknown"
"213.159.25.144","443","404","nginx","unknown"
"86.81.105.201","80","200","nginx","unknown"
"86.81.105.201","443","200","nginx","unknown"
"212.80.213.136","80","200","nginx","unknown"
"212.80.213.136","443","200","nginx","unknown"
"5.79.109.44","80","200","nginx","unknown"
"5.79.109.44","443","500","nginx","unknown"
"93.190.139.160","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"93.190.139.160","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"188.72.221.239","80","200","nginx/1.10.2","1.10.2"
"188.72.221.239","443","200","nginx/1.10.2","1.10.2"
"83.98.158.101","80","404","nginx","unknown"
"83.98.158.101","443","200","nginx","unknown"
"195.128.184.252","80","200","nginx/1.20.1","1.20.1"
"195.128.184.252","443","200","nginx/1.20.1","1.20.1"
"185.177.125.206","80","200","nginx","unknown"
"185.177.125.206","443","200","nginx","unknown"
"94.102.63.107","80","200","nginx","unknown"
"94.102.63.107","443","200","nginx","unknown"
"139.162.67.118","80","403","nginx/1.14.0 (Ubuntu)","1.14.0"
"139.162.67.118","443","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"94.102.56.211","80","200","nginx","unknown"
"139.162.149.83","80","200","nginx","unknown"
"139.162.149.83","443","200","nginx","unknown"
"5.255.120.118","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"5.255.120.118","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"86.86.123.161","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"86.86.123.161","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"83.172.130.155","80","200","nginx","unknown"
"83.172.130.155","443","200","nginx","unknown"
"37.46.143.241","80","200","nginx","unknown"
"37.46.143.241","443","200","nginx","unknown"
"195.190.146.120","80","200","nginx","unknown"
"195.190.146.120","443","200","nginx","unknown"
"185.95.27.176","80","200","nginx","unknown"
"185.95.27.176","443","200","nginx","unknown"
"37.97.176.14","80","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"37.97.176.14","443","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"185.165.242.143","80","404","nginx/1.4.5","1.4.5"
"185.165.242.143","443","404","nginx/1.4.5","1.4.5"
"139.162.50.71","80","200","nginx","unknown"
"84.82.220.39","80","200","nginx","unknown"
"185.211.250.66","80","200","nginx/1.29.8","1.29.8"
"185.211.250.66","443","200","nginx/1.29.8","1.29.8"
"213.174.148.153","80","404","nginx","unknown"
"213.174.148.153","443","404","nginx","unknown"
"77.164.79.50","80","200","nginx/1.17.7","1.17.7"
"77.164.79.50","443","200","nginx/1.17.7","1.17.7"
"85.158.206.174","80","403","nginx/1.14.0 (Ubuntu)","1.14.0"
"85.158.206.174","443","403","nginx/1.14.0 (Ubuntu)","1.14.0"
"217.180.14.156","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"217.180.14.156","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.250.74","80","200","nginx/1.14.2","1.14.2"
"185.85.17.56","80","200","nginx","unknown"
"185.85.17.56","443","200","nginx","unknown"
"139.162.45.251","80","200","nginx/1.10.3 (Ubuntu)","1.10.3"
"139.162.45.251","443","200","nginx/1.10.3 (Ubuntu)","1.10.3"
"185.95.14.114","80","200","nginx","unknown"
"185.95.14.114","443","200","nginx","unknown"
"131.174.30.149","80","200","nginx","unknown"
"131.174.30.149","443","200","nginx","unknown"
"139.162.155.23","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.155.23","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"83.86.82.207","80","403","nginx","unknown"
"83.86.82.207","443","403","nginx","unknown"
"94.75.218.233","80","200","nginx","unknown"
"95.211.66.26","80","200","nginx","unknown"
"95.211.66.26","443","200","nginx","unknown"
"91.184.31.116","80","200","nginx","unknown"
"91.184.31.116","443","200","nginx","unknown"
"136.144.164.26","80","200","nginx/1.22.1","1.22.1"
"136.144.164.26","443","200","nginx/1.22.1","1.22.1"
"139.162.49.21","80","200","nginx/1.20.2","1.20.2"
"139.162.49.21","443","200","nginx/1.20.2","1.20.2"
"88.208.17.73","80","404","nginx","unknown"
"88.208.17.73","443","404","nginx","unknown"
"45.151.158.50","80","200","nginx","unknown"
"45.151.158.50","443","200","nginx","unknown"
"77.248.53.226","80","200","nginx","unknown"
"88.208.17.71","80","404","nginx","unknown"
"88.208.17.71","443","404","nginx","unknown"
"95.211.149.230","80","200","nginx","unknown"
"95.211.149.230","443","200","nginx","unknown"
"139.162.61.79","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.61.79","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"85.10.153.46","80","200","nginx","unknown"
"85.10.153.46","443","200","nginx","unknown"
"23.109.230.133","80","200","nginx","unknown"
"23.109.230.133","443","200","nginx","unknown"
"188.137.178.121","80","200","nginx","unknown"
"188.137.178.121","443","200","nginx","unknown"
"45.139.121.64","80","403","nginx","unknown"
"45.139.121.64","443","200","nginx","unknown"
"136.144.248.150","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"136.144.248.150","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"136.144.209.173","80","404","nginx","unknown"
"136.144.209.173","443","404","nginx","unknown"
"37.97.145.219","80","200","nginx","unknown"
"37.97.145.219","443","200","nginx","unknown"
"158.173.2.154","80","401","nginx/1.27.5","1.27.5"
"139.162.48.13","80","200","nginx/1.12.2","1.12.2"
"185.78.96.99","80","444","nginx","unknown"
"185.78.96.99","443","444","nginx","unknown"
"139.162.147.144","80","200","nginx","unknown"
"45.154.24.118","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"136.144.253.194","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"136.144.253.194","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"85.10.132.195","80","200","nginx","unknown"
"85.10.132.195","443","200","nginx","unknown"
"178.162.174.146","80","401","nginx","unknown"
"178.162.174.146","443","401","nginx","unknown"
"193.41.32.53","80","404","nginx","unknown"
"193.41.32.53","443","404","nginx","unknown"
"139.162.67.67","80","200","nginx/0.8.54","0.8.54"
"193.176.186.126","80","200","nginx","unknown"
"193.176.186.126","443","200","nginx","unknown"
"185.142.32.118","80","404","nginx","unknown"
"185.142.32.118","443","404","nginx","unknown"
"193.218.34.200","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"193.218.34.200","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"89.105.204.171","80","200","nginx","unknown"
"89.105.204.171","443","200","nginx","unknown"
"213.174.139.62","80","403","nginx/1.26.2","1.26.2"
"213.174.139.62","443","403","nginx/1.26.2","1.26.2"
"88.208.17.140","80","404","nginx","unknown"
"88.208.17.140","443","404","nginx","unknown"
"139.162.177.206","80","403","nginx","unknown"
"139.162.177.206","443","403","nginx","unknown"
"185.225.27.154","80","404","nginx","unknown"
"185.225.27.154","443","404","nginx","unknown"
"213.196.39.145","80","404","nginx","unknown"
"213.196.39.145","443","404","nginx","unknown"
"37.34.62.60","80","200","nginx/1.18.0","1.18.0"
"37.34.62.60","443","200","nginx/1.18.0","1.18.0"
"185.209.51.69","80","404","nginx","unknown"
"185.209.51.69","443","404","nginx","unknown"
"85.17.2.34","80","200","nginx/1.28.0","1.28.0"
"85.17.2.34","443","200","nginx/1.28.0","1.28.0"
"185.95.27.233","80","200","nginx","unknown"
"185.95.27.233","443","200","nginx","unknown"
"83.172.129.149","80","200","nginx","unknown"
"83.172.129.149","443","200","nginx","unknown"
"95.211.43.32","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"95.211.43.32","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"85.10.130.210","80","200","nginx-rc","unknown"
"85.10.130.210","443","200","nginx-rc","unknown"
"188.137.183.22","80","404","nginx","unknown"
"188.137.183.22","443","404","nginx","unknown"
"149.143.106.229","80","200","nginx","unknown"
"94.211.179.244","80","200","nginx","unknown"
"94.211.179.244","443","200","nginx","unknown"
"185.229.251.170","80","200","nginx","unknown"
"185.229.251.170","443","200","nginx","unknown"
"89.38.98.105","80","200","nginx/1.10.3","1.10.3"
"178.18.23.217","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"178.18.23.217","443","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"144.178.66.172","80","200","nginx","unknown"
"144.178.66.172","443","200","nginx","unknown"
"185.95.15.65","80","200","nginx","unknown"
"185.95.15.65","443","200","nginx","unknown"
"37.48.90.51","80","200","nginx","unknown"
"37.48.90.51","443","200","nginx","unknown"
"86.82.65.250","80","200","nginx","unknown"
"85.190.102.141","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"85.190.102.141","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"77.168.245.150","80","200","nginx/1.31.0","1.31.0"
"77.168.245.150","443","200","nginx/1.31.0","1.31.0"
"185.108.113.4","80","500","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.108.113.4","443","500","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.42.72.39","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.42.72.39","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"109.236.94.77","80","200","nginx/1.14.2","1.14.2"
"109.236.94.77","443","200","nginx/1.14.2","1.14.2"
"94.102.49.7","80","403","nginx/1.20.1","1.20.1"
"94.102.49.7","443","403","nginx/1.20.1","1.20.1"
"217.122.173.156","80","200","nginx","unknown"
"217.122.173.156","443","200","nginx","unknown"
"139.162.180.82","80","401","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.180.82","443","401","nginx/1.18.0 (Ubuntu)","1.18.0"
"89.105.201.133","80","200","nginx/1.20.2","1.20.2"
"89.105.201.133","443","200","nginx/1.20.2","1.20.2"
"185.36.134.50","80","403","nginx","unknown"
"185.36.134.50","443","403","nginx","unknown"
"85.17.28.241","80","401","nginx/1.25.0","1.25.0"
"85.17.28.241","443","401","nginx/1.25.0","1.25.0"
"2.23.95.12","80","400","akamai/nginx","unknown"
"2.23.95.12","443","400","akamai/nginx","unknown"
"87.253.149.146","80","200","nginx","unknown"
"87.253.149.146","443","200","nginx","unknown"
"142.91.156.77","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"142.91.156.77","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.142.32.106","80","200","nginx/1.14.1","1.14.1"
"185.142.32.106","443","403","nginx/1.14.1","1.14.1"
"139.162.56.152","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"45.143.250.29","80","403","nginx/1.26.2","1.26.2"
"45.143.250.29","443","403","nginx/1.26.2","1.26.2"
"89.105.192.140","80","200","nginx","unknown"
"89.105.192.140","443","200","nginx","unknown"
"45.116.104.33","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"45.116.104.33","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.173.218.228","80","200","nginx","unknown"
"185.173.218.228","443","200","nginx","unknown"
"89.149.193.182","80","404","nginx/1.18.0","1.18.0"
"89.149.193.182","443","200","nginx/1.18.0","1.18.0"
"185.107.91.27","80","200","nginx","unknown"
"185.107.91.27","443","200","nginx","unknown"
"85.17.179.78","80","404","nginx/1.22.1","1.22.1"
"85.17.179.78","443","404","nginx/1.22.1","1.22.1"
"82.101.206.209","80","200","nginx","unknown"
"185.78.96.121","80","444","nginx","unknown"
"185.78.96.121","443","444","nginx","unknown"
"185.105.222.10","80","404","nginx/1.26.3","1.26.3"
"217.103.185.13","80","200","nginx","unknown"
"217.103.185.13","443","200","nginx","unknown"
"193.27.86.124","80","403","nginx","unknown"
"193.27.86.124","443","403","nginx","unknown"
"185.156.163.139","80","403","nginx","unknown"
"185.156.163.139","443","200","nginx","unknown"
"213.227.144.47","80","200","nginx","unknown"
"213.227.144.47","443","200","nginx","unknown"
"37.218.241.236","80","200","nginx/1.10.3","1.10.3"
"37.218.241.236","443","200","nginx/1.10.3","1.10.3"
"213.174.138.197","80","403","nginx/1.22.0","1.22.0"
"213.174.138.197","443","403","nginx/1.22.0","1.22.0"
"84.247.9.9","80","404","nginx","unknown"
"84.247.9.9","443","200","nginx","unknown"
"45.88.105.102","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"45.88.105.102","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"37.97.207.209","80","200","nginx","unknown"
"37.97.207.209","443","200","nginx","unknown"
"172.241.49.115","80","204","nginx","unknown"
"172.241.49.115","443","204","nginx","unknown"
"77.169.250.98","80","200","nginx","unknown"
"77.169.250.98","443","200","nginx","unknown"
"95.211.126.120","80","404","nginx","unknown"
"95.211.126.120","443","200","nginx","unknown"
"131.180.178.235","80","200","nginx/1.20.1","1.20.1"
"131.180.178.235","443","200","nginx/1.20.1","1.20.1"
"213.174.136.192","80","403","nginx/1.26.2","1.26.2"
"213.174.136.192","443","403","nginx/1.26.2","1.26.2"
"84.241.186.102","80","404","nginx","unknown"
"84.241.186.102","443","404","nginx","unknown"
"194.88.105.35","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"194.88.105.35","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"136.144.160.46","80","200","nginx","unknown"
"136.144.160.46","443","200","nginx","unknown"
"78.41.207.39","80","200","nginx/1.28.0","1.28.0"
"80.56.101.173","80","200","nginx","unknown"
"80.56.101.173","443","200","nginx","unknown"
"139.162.1.134","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.1.134","443","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.187.55","80","401","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.187.55","443","401","nginx/1.24.0 (Ubuntu)","1.24.0"
"94.228.137.78","80","404","nginx","unknown"
"185.40.18.107","80","404","nginx","unknown"
"185.40.18.107","443","404","nginx","unknown"
"139.162.103.113","80","404","nginx","unknown"
"139.162.103.113","443","404","nginx","unknown"
"139.162.177.117","80","200","nginx","unknown"
"139.162.177.117","443","200","nginx","unknown"
"37.218.247.53","80","200","nginx","unknown"
"37.218.247.53","443","200","nginx","unknown"
"93.190.137.8","80","200","nginx","unknown"
"93.190.137.8","443","200","nginx","unknown"
"80.114.214.79","80","200","nginx","unknown"
"80.114.214.79","443","200","nginx","unknown"
"95.211.218.173","80","200","nginx","unknown"
"95.211.218.173","443","200","nginx","unknown"
"217.120.69.53","80","403","nginx","unknown"
"85.10.150.65","80","200","nginx","unknown"
"85.10.150.65","443","200","nginx","unknown"
"88.208.29.168","80","200","nginx/1.6.2","1.6.2"
"139.162.12.217","80","400","nginx/1.29.8","1.29.8"
"139.162.9.209","80","200","nginx/1.11.2","1.11.2"
"139.162.9.209","443","404","nginx/1.11.2","1.11.2"
"37.97.179.185","80","200","nginx","unknown"
"136.144.234.208","80","200","nginx/1.12.2","1.12.2"
"45.140.132.84","80","404","nginx","unknown"
"45.140.132.84","443","404","nginx","unknown"
"185.98.53.174","80","200","nginx","unknown"
"185.98.53.174","443","200","nginx","unknown"
"185.136.65.77","80","403","nginx","unknown"
"65.87.222.128","80","404","nginx/1.28.1","1.28.1"
"203.188.166.95","80","404","nginx","unknown"
"203.188.166.95","443","404","nginx","unknown"
"159.100.95.202","80","200","nginx","unknown"
"159.100.95.202","443","200","nginx","unknown"
"195.75.205.143","80","502","nginx","unknown"
"185.243.112.44","80","403","nginx/1.27.0","1.27.0"
"185.243.112.44","443","200","nginx/1.27.0","1.27.0"
"136.144.158.89","80","200","nginx","unknown"
"136.144.158.89","443","200","nginx","unknown"
"139.162.184.71","80","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"139.162.184.71","443","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"94.142.245.248","80","200","nginx/1.26.3","1.26.3"
"94.142.245.248","443","400","nginx/1.26.3","1.26.3"
"178.162.153.186","80","404","nginx/1.23.1","1.23.1"
"178.162.153.186","443","500","nginx/1.23.1","1.23.1"
