ip,port,status_code,server_header,nginx_version
"78.140.187.210","80","403","nginx/1.10.3","1.10.3"
"149.210.154.27","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"89.106.207.132","80","200","nginx","unknown"
"93.119.2.174","80","200","nginx","unknown"
"217.121.147.171","80","200","nginx","unknown"
"81.171.5.242","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"84.27.72.73","80","200","nginx","unknown"
"88.208.18.35","80","404","nginx","unknown"
"149.210.159.204","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"149.210.159.204","443","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"37.97.131.105","80","200","nginx","unknown"
"37.97.131.105","443","200","nginx","unknown"
"46.19.34.64","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"46.19.34.64","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"146.0.74.204","80","200","nginx","unknown"
"146.0.74.204","443","403","nginx","unknown"
"178.162.136.11","80","404","nginx","unknown"
"178.162.136.11","443","404","nginx/1.22.1","1.22.1"
"23.109.14.4","80","403","nginx","unknown"
"23.109.14.4","443","403","nginx","unknown"
"149.210.206.150","80","200","nginx","unknown"
"149.210.206.150","443","200","nginx","unknown"
"185.173.132.92","80","403","nginx","unknown"
"185.173.132.92","443","200","nginx","unknown"
"185.219.81.249","80","200","nginx","unknown"
"185.219.81.249","443","200","nginx","unknown"
"77.83.172.59","80","200","nginx/1.18.0","1.18.0"
"77.83.172.59","443","200","nginx/1.18.0","1.18.0"
"139.162.133.236","80","403","nginx/1.21.5","1.21.5"
"139.162.133.236","443","200","nginx/1.21.5","1.21.5"
"185.156.161.100","80","403","nginx","unknown"
"185.156.161.100","443","200","nginx","unknown"
"77.169.68.185","80","200","nginx","unknown"
"77.169.68.185","443","200","nginx","unknown"
"84.244.137.200","80","404","nginx/1.20.1","1.20.1"
"84.244.137.200","443","200","nginx/1.20.1","1.20.1"
"178.224.166.83","80","200","nginx","unknown"
"178.224.166.83","443","200","nginx","unknown"
"212.7.205.234","80","200","nginx","unknown"
"212.7.205.234","443","200","nginx","unknown"
"185.224.132.235","80","200","nginx","unknown"
"139.162.220.225","80","200","nginx","unknown"
"139.162.220.225","443","200","nginx","unknown"
"136.144.137.73","80","404","nginx/1.29.8","1.29.8"
"136.144.137.73","443","404","nginx/1.29.8","1.29.8"
"94.103.156.2","80","200","nginx/1.14.1","1.14.1"
"94.103.156.2","443","200","nginx/1.14.1","1.14.1"
"188.72.205.216","80","200","nginx/1.14.1","1.14.1"
"188.72.205.216","443","200","nginx/1.14.1","1.14.1"
"149.210.215.125","80","503","nginx","unknown"
"149.210.215.125","443","503","nginx","unknown"
"87.253.131.24","80","200","nginx","unknown"
"87.253.131.24","443","200","nginx","unknown"
"45.133.249.185","80","403","nginx","unknown"
"45.133.249.185","443","200","nginx","unknown"
"185.185.51.104","80","200","nginx/1.30.0","1.30.0"
"185.185.51.104","443","200","nginx/1.30.0","1.30.0"
"86.94.89.178","80","200","nginx","unknown"
"86.94.89.178","443","200","nginx","unknown"
"31.220.27.101","80","404","nginx/1.18.0","1.18.0"
"31.220.27.101","443","404","nginx/1.18.0","1.18.0"
"185.191.0.212","80","200","nginx","unknown"
"185.191.0.212","443","200","nginx","unknown"
"81.4.87.224","80","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"81.4.87.224","443","403","nginx/1.14.0 (Ubuntu)","1.14.0"
"185.253.219.165","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.253.219.165","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.177.124.186","80","200","nginx","unknown"
"185.177.124.186","443","200","nginx","unknown"
"5.79.105.24","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"5.79.105.24","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.169.211","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.169.211","443","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.251.55","80","200","nginx","unknown"
"139.162.251.55","443","200","nginx","unknown"
"45.87.41.242","80","200","nginx/1.28.0","1.28.0"
"95.211.218.156","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"95.211.218.156","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"62.112.9.89","80","200","nginx/1.22.1","1.22.1"
"62.112.9.89","443","200","nginx/1.22.1","1.22.1"
"31.220.27.218","80","200","nginx","unknown"
"31.220.27.218","443","403","nginx","unknown"
"83.149.100.215","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"83.149.100.215","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"94.75.194.166","80","200","nginx","unknown"
"94.75.194.166","443","200","nginx","unknown"
"88.208.31.1","80","404","nginx/1.20.1","1.20.1"
"88.208.31.1","443","404","nginx/1.20.1","1.20.1"
"85.10.137.197","80","200","nginx","unknown"
"85.10.137.197","443","200","nginx","unknown"
"147.90.6.247","80","503","nginx","unknown"
"89.248.171.148","80","200","nginx","unknown"
"89.248.171.148","443","200","nginx","unknown"
"91.201.124.208","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"91.201.124.208","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"89.200.203.69","80","200","nginx","unknown"
"89.200.203.69","443","200","nginx","unknown"
"85.148.72.170","80","200","nginx","unknown"
"85.148.72.170","443","200","nginx","unknown"
"185.107.91.230","80","200","nginx","unknown"
"185.107.91.230","443","200","nginx","unknown"
"185.95.25.135","80","200","nginx","unknown"
"185.95.25.135","443","200","nginx","unknown"
"185.95.26.88","80","200","nginx","unknown"
"185.95.26.88","443","200","nginx","unknown"
"185.132.177.11","80","200","nginx","unknown"
"185.132.177.11","443","200","nginx","unknown"
"128.0.64.15","80","200","nginx","unknown"
"128.0.64.15","443","200","nginx","unknown"
"81.171.24.12","80","200","nginx","unknown"
"81.171.24.12","443","200","nginx","unknown"
"185.107.71.105","80","404","nginx/1.17.6","1.17.6"
"185.107.71.105","443","404","nginx/1.17.6","1.17.6"
"139.162.235.182","80","404","nginx/1.26.3","1.26.3"
"139.162.235.182","443","200","nginx/1.26.3","1.26.3"
"185.107.89.117","80","200","nginx","unknown"
"185.107.89.117","443","200","nginx","unknown"
"5.255.98.61","80","200","nginx","unknown"
"5.255.98.61","443","200","nginx","unknown"
"62.221.194.118","80","200","nginx","unknown"
"62.221.194.118","443","200","nginx","unknown"
"141.138.137.191","80","200","nginx/1.10.3 (Ubuntu)","1.10.3"
"141.138.137.191","443","404","nginx/1.10.3 (Ubuntu)","1.10.3"
"193.84.3.79","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"193.84.3.79","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.100.232.178","80","403","nginx/1.29.4","1.29.4"
"45.14.226.197","80","403","nginx/1.20.1","1.20.1"
"185.165.240.137","80","200","nginx/1.26.3","1.26.3"
"212.43.148.222","80","200","nginx/1.18.0","1.18.0"
"45.67.98.183","80","404","nginx/1.26.2","1.26.2"
"45.67.98.183","443","404","nginx/1.26.2","1.26.2"
"77.166.59.185","80","200","nginx","unknown"
"77.166.59.185","443","200","nginx","unknown"
"217.18.70.127","80","200","nginx","unknown"
"217.18.70.127","443","200","nginx","unknown"
"193.172.19.55","80","200","nginx","unknown"
"92.63.169.70","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.107.89.8","80","200","nginx","unknown"
"185.107.89.8","443","200","nginx","unknown"
"46.229.162.147","80","403","nginx","unknown"
"90.145.127.191","80","200","nginx","unknown"
"90.145.127.191","443","200","nginx","unknown"
"195.88.191.88","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"87.208.5.103","80","200","nginx","unknown"
"87.208.5.103","443","200","nginx","unknown"
"145.131.7.149","80","200","nginx/1.15.6","1.15.6"
"145.131.7.149","443","200","nginx/1.15.6","1.15.6"
"86.86.74.31","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"86.86.74.31","443","502","nginx/1.24.0 (Ubuntu)","1.24.0"
"37.97.226.27","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"37.97.226.27","443","403","nginx","unknown"
"45.133.117.69","80","200","nginx/1.26.3","1.26.3"
"185.237.107.195","80","404","nginx","unknown"
"185.237.107.195","443","404","nginx","unknown"
"81.206.31.107","80","200","nginx","unknown"
"81.171.24.72","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"81.171.24.72","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"136.144.185.45","80","200","nginx","unknown"
"136.144.185.45","443","200","nginx","unknown"
"80.69.93.78","80","200","nginx","unknown"
"80.69.93.78","443","200","nginx","unknown"
"37.218.244.28","80","503","nginx","unknown"
"37.218.244.28","443","503","nginx","unknown"
"85.17.18.24","80","200","nginx/1.18.0","1.18.0"
"85.17.18.24","443","200","nginx/1.18.0","1.18.0"
"78.140.154.135","80","200","nginx","unknown"
"78.140.154.135","443","200","nginx","unknown"
"81.4.109.9","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"81.4.109.9","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.149.65","80","404","nginx/1.18.0","1.18.0"
"139.162.149.65","443","404","nginx","unknown"
"95.211.198.83","80","401","nginx","unknown"
"95.211.198.83","443","401","nginx","unknown"
"185.80.234.120","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.80.234.120","443","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"37.97.184.73","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"37.97.184.73","443","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"95.211.186.223","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"95.211.186.223","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"178.170.234.199","80","401","nginx/1.18.0","1.18.0"
"178.170.234.199","443","400","nginx/1.18.0","1.18.0"
"170.62.109.238","80","404","nginx","unknown"
"170.62.109.238","443","404","nginx","unknown"
"212.178.98.115","80","403","nginx","unknown"
"212.178.98.115","443","403","nginx","unknown"
"95.168.162.189","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"95.168.162.189","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"178.22.63.206","80","200","nginx","unknown"
"178.22.63.206","443","200","nginx","unknown"
"185.93.6.30","80","200","nginx/1.14.1","1.14.1"
"185.93.6.30","443","502","nginx/1.14.1","1.14.1"
"93.186.176.147","80","200","nginx","unknown"
"93.186.176.147","443","200","nginx","unknown"
"185.156.161.82","80","403","nginx","unknown"
"185.156.161.82","443","200","nginx","unknown"
"185.12.15.14","80","404","nginx","unknown"
"185.12.15.14","443","502","nginx","unknown"
"213.196.38.187","80","404","nginx/1.18.0","1.18.0"
"213.196.38.187","443","403","nginx/1.18.0","1.18.0"
"80.79.6.152","80","403","nginx/1.20.2","1.20.2"
"80.79.6.152","443","403","nginx/1.20.2","1.20.2"
"85.149.120.172","80","200","nginx","unknown"
"85.149.120.172","443","200","nginx","unknown"
"45.95.42.101","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.95.26.155","80","200","nginx","unknown"
"185.95.26.155","443","200","nginx","unknown"
"185.95.27.44","80","200","nginx","unknown"
"185.95.27.44","443","200","nginx","unknown"
"89.248.168.114","80","404","nginx","unknown"
"89.248.168.114","443","404","nginx","unknown"
"62.212.93.131","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"62.212.93.131","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.62.56.230","80","403","nginx","unknown"
"185.62.56.230","443","403","nginx","unknown"
"45.144.167.98","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.235.178.102","80","404","nginx","unknown"
"91.184.31.203","80","200","nginx","unknown"
"91.184.31.203","443","200","nginx","unknown"
"37.48.87.74","80","200","nginx","unknown"
"37.48.87.74","443","401","nginx","unknown"
"188.137.181.33","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"188.137.181.33","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"84.27.27.66","80","200","nginx","unknown"
"84.27.27.66","443","200","nginx","unknown"
"92.122.16.235","80","200","nginx","unknown"
"136.144.240.65","80","200","nginx","unknown"
"136.144.240.65","443","200","nginx","unknown"
"95.211.164.93","80","200","nginx","unknown"
"95.211.164.93","443","200","nginx","unknown"
"83.81.236.195","80","200","nginx","unknown"
"83.81.236.195","443","200","nginx","unknown"
"87.209.53.32","80","403","nginx","unknown"
"87.209.53.32","443","403","nginx","unknown"
"66.248.207.91","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"31.20.139.110","80","200","nginx","unknown"
"185.95.15.188","80","200","nginx","unknown"
"185.95.15.188","443","200","nginx","unknown"
"87.209.133.112","80","200","nginx","unknown"
"87.209.133.112","443","200","nginx","unknown"
"185.253.219.169","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.253.219.169","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"77.62.202.120","80","200","nginx","unknown"
"77.62.202.120","443","200","nginx","unknown"
"77.220.215.92","80","200","nginx/1.4.6 (Ubuntu)","1.4.6"
"77.220.215.92","443","403","nginx/1.4.6 (Ubuntu)","1.4.6"
"185.237.107.190","80","404","nginx","unknown"
"185.237.107.190","443","404","nginx","unknown"
"92.246.95.150","80","404","nginx/1.24.0","1.24.0"
"92.246.95.150","443","404","nginx/1.24.0","1.24.0"
"109.106.188.52","80","200","nginx","unknown"
"109.106.188.52","443","200","nginx","unknown"
"93.119.14.130","80","200","nginx","unknown"
"170.62.105.127","80","404","nginx","unknown"
"170.62.105.127","443","404","nginx","unknown"
"185.237.106.179","80","404","nginx","unknown"
"185.237.106.179","443","404","nginx","unknown"
"185.36.132.223","80","200","nginx/1.29.5","1.29.5"
"185.36.132.223","443","200","nginx/1.29.5","1.29.5"
"130.89.44.9","80","200","nginx","unknown"
"188.72.205.208","80","200","nginx/1.14.1","1.14.1"
"188.72.205.208","443","200","nginx/1.14.1","1.14.1"
"188.137.237.182","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"188.137.237.182","443","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"85.17.52.149","80","403","nginx","unknown"
"85.17.52.149","443","200","nginx","unknown"
"178.162.130.198","80","403","nginx/1.18.0 (Ubuntu)","1.18.0"
"178.162.130.198","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"212.237.253.116","80","403","nginx","unknown"
"212.237.253.116","443","200","nginx","unknown"
"185.71.61.247","80","200","nginx","unknown"
"185.71.61.247","443","200","nginx","unknown"
"185.23.213.101","80","200","nginx","unknown"
"185.23.213.101","443","200","nginx","unknown"
"185.229.32.111","80","404","nginx","unknown"
"185.229.32.111","443","200","nginx","unknown"
"81.206.174.41","80","200","nginx","unknown"
"81.206.174.41","443","200","nginx","unknown"
"93.186.176.98","80","200","nginx","unknown"
"93.186.176.98","443","200","nginx","unknown"
"185.40.18.67","80","404","nginx","unknown"
"185.40.18.67","443","404","nginx","unknown"
"212.8.246.168","80","200","nginx","unknown"
"212.8.246.168","443","200","nginx","unknown"
"194.180.207.28","80","200","nginx","unknown"
"194.180.207.28","443","200","nginx","unknown"
"93.119.10.197","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"93.119.10.197","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"213.207.110.115","80","404","nginx/1.26.3","1.26.3"
"213.207.110.115","443","200","nginx/1.26.3","1.26.3"
"5.255.110.97","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"83.96.243.144","80","403","nginx","unknown"
"83.96.243.144","443","403","nginx","unknown"
"91.211.251.56","80","503","nginx","unknown"
"91.211.251.56","443","503","nginx","unknown"
"45.143.251.94","80","403","nginx/1.26.2","1.26.2"
"45.143.251.94","443","403","nginx/1.26.2","1.26.2"
"81.171.19.29","80","403","nginx","unknown"
"81.171.19.29","443","200","nginx","unknown"
"91.184.31.89","80","200","nginx","unknown"
"91.184.31.89","443","200","nginx","unknown"
"192.87.110.29","80","502","nginx","unknown"
"192.87.110.29","443","200","nginx","unknown"
"89.149.193.32","80","444","nginx/1.25.2","1.25.2"
"89.149.193.32","443","200","nginx/1.25.2","1.25.2"
"83.85.154.42","80","200","nginx","unknown"
"83.85.154.42","443","200","nginx","unknown"
"139.162.104.43","80","200","nginx/1.16.1","1.16.1"
"45.139.121.177","80","403","nginx","unknown"
"45.139.121.177","443","200","nginx","unknown"
"85.10.154.76","80","200","nginx","unknown"
"85.10.154.76","443","200","nginx","unknown"
"109.201.144.22","80","403","nginx/1.18.0","1.18.0"
"109.201.144.22","443","404","nginx/1.18.0","1.18.0"
"45.136.254.176","80","404","nginx","unknown"
"185.173.20.123","80","204","nginx","unknown"
"185.173.20.123","443","204","nginx","unknown"
"185.130.225.123","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"193.176.186.151","80","200","nginx","unknown"
"193.176.186.151","443","200","nginx","unknown"
"185.42.75.53","80","200","nginx","unknown"
"185.42.75.53","443","200","nginx","unknown"
"37.97.233.134","80","200","nginx/1.14.1","1.14.1"
"37.97.233.134","443","200","nginx/1.14.1","1.14.1"
"131.180.178.42","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"131.180.178.42","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"37.48.76.4","80","200","nginx","unknown"
"37.48.76.4","443","200","nginx","unknown"
"45.139.121.149","80","403","nginx","unknown"
"45.139.121.149","443","200","nginx","unknown"
"172.241.48.119","80","404","nginx","unknown"
"172.241.48.119","443","404","nginx","unknown"
"37.48.87.32","80","404","nginx/1.20.1","1.20.1"
"37.48.87.32","443","200","nginx/1.20.1","1.20.1"
"185.37.71.49","80","200","nginx","unknown"
"185.37.71.49","443","200","nginx","unknown"
"92.246.131.37","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"92.246.131.37","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"81.4.72.71","80","200","nginx","unknown"
"81.4.72.71","443","200","nginx","unknown"
"188.137.224.132","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"77.161.247.191","80","200","nginx","unknown"
"45.155.102.254","80","200","nginx/1.27.5","1.27.5"
"139.162.170.84","80","400","nginx/1.22.1","1.22.1"
"176.117.58.31","80","200","nginx","unknown"
"176.117.58.31","443","200","nginx","unknown"
"185.247.50.210","80","200","nginx","unknown"
"185.247.50.210","443","200","nginx","unknown"
"185.66.250.108","80","200","nginx","unknown"
"185.66.250.108","443","200","nginx","unknown"
"37.48.104.120","80","404","nginx","unknown"
"37.48.104.120","443","404","nginx","unknown"
"91.192.36.130","80","404","nginx/1.29.8","1.29.8"
"91.192.36.130","443","200","nginx/1.29.8","1.29.8"
"159.253.5.98","80","200","nginx","unknown"
"83.83.204.99","80","200","nginx","unknown"
"83.83.204.99","443","200","nginx","unknown"
"81.173.56.66","80","200","nginx","unknown"
"81.173.56.66","443","200","nginx","unknown"
"212.237.218.98","80","403","nginx","unknown"
"139.162.151.183","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.151.183","443","502","nginx/1.18.0 (Ubuntu)","1.18.0"
"45.87.41.98","80","200","nginx","unknown"
"45.87.41.98","443","200","nginx","unknown"
"93.119.12.175","80","200","nginx","unknown"
"93.119.12.175","443","200","nginx","unknown"
"139.162.57.52","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.57.52","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"156.67.62.40","80","200","nginx/1.28.0 (Ubuntu)","1.28.0"
"156.67.62.40","443","200","nginx/1.28.0 (Ubuntu)","1.28.0"
"136.144.232.7","80","404","nginx-rc","unknown"
"136.144.232.7","443","404","nginx-rc","unknown"
"45.143.250.109","80","403","nginx/1.22.0","1.22.0"
"45.143.250.109","443","403","nginx/1.22.0","1.22.0"
"93.95.119.151","80","404","nginx/1.22.1","1.22.1"
"93.95.119.151","443","200","nginx/1.22.1","1.22.1"
"46.18.107.111","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"46.18.107.111","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"66.248.207.244","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"66.248.207.244","443","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"81.207.151.20","80","404","nginx","unknown"
"46.229.173.234","80","403","nginx/1.17.8","1.17.8"
"80.85.141.215","80","200","nginx/1.29.4","1.29.4"
"80.85.141.215","443","200","nginx/1.29.4","1.29.4"
"139.162.74.89","80","403","nginx","unknown"
"139.162.74.89","443","403","nginx","unknown"
"139.162.127.184","80","200","nginx","unknown"
"139.162.142.57","80","204","nginx","unknown"
"45.145.108.133","80","403","freenginx","unknown"
"45.145.108.133","443","403","freenginx","unknown"
"136.144.142.136","80","200","nginx","unknown"
"136.144.142.136","443","200","nginx","unknown"
"103.251.167.211","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"84.241.169.178","80","403","nginx","unknown"
"185.19.59.250","80","200","nginx/1.29.0","1.29.0"
"185.19.59.250","443","403","nginx/1.29.0","1.29.0"
"86.88.134.21","80","200","nginx","unknown"
"86.88.134.21","443","200","nginx","unknown"
"139.162.67.254","80","502","nginx/1.16.1","1.16.1"
"139.162.67.254","443","502","nginx/1.16.1","1.16.1"
"185.240.30.163","80","200","nginx","unknown"
"185.107.91.200","80","200","nginx","unknown"
"185.107.91.200","443","200","nginx","unknown"
"37.48.89.195","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"37.48.89.195","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"176.56.239.172","80","200","nginx","unknown"
"176.56.239.172","443","200","nginx","unknown"
"139.162.231.186","80","200","nginx","unknown"
"139.162.58.124","80","200","nginx","unknown"
"185.107.91.68","80","200","nginx","unknown"
"185.107.91.68","443","200","nginx","unknown"
"139.162.250.250","80","403","nginx","unknown"
"139.162.250.250","443","403","nginx","unknown"
"62.148.172.176","80","200","nginx","unknown"
"62.148.172.176","443","200","nginx","unknown"
"217.119.227.157","80","200","nginx","unknown"
"217.119.227.157","443","200","nginx","unknown"
"136.144.140.238","80","200","nginx","unknown"
"136.144.140.238","443","200","nginx","unknown"
"136.144.217.175","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"136.144.217.175","443","200","nginx","unknown"
"62.45.171.150","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"45.132.106.35","80","200","nginx/1.18.0","1.18.0"
"213.206.252.228","80","403","nginx","unknown"
"45.88.76.82","80","200","nginx/1.26.0 (Ubuntu)","1.26.0"
"45.88.76.82","443","200","nginx/1.26.0 (Ubuntu)","1.26.0"
"185.216.140.10","80","200","nginx","unknown"
"185.216.140.10","443","200","nginx","unknown"
"91.197.70.2","80","200","nginx/1.30.0","1.30.0"
"136.144.225.196","80","200","nginx","unknown"
"136.144.225.196","443","404","nginx","unknown"
"188.91.199.209","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"188.91.199.209","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"91.202.208.23","80","200","nginx/1.18.0","1.18.0"
"91.202.208.23","443","200","nginx/1.18.0","1.18.0"
"188.209.213.129","80","403","nginx/1.22.0","1.22.0"
"188.209.213.129","443","403","nginx/1.22.0","1.22.0"
"185.145.131.12","80","404","nginx/1.20.1","1.20.1"
"185.145.131.12","443","404","nginx/1.20.1","1.20.1"
"185.98.55.51","80","404","nginx/1.29.6","1.29.6"
"185.98.55.51","443","404","nginx/1.29.6","1.29.6"
"23.109.41.18","80","200","nginx","unknown"
"139.162.37.194","80","502","nginx/1.18.0","1.18.0"
"185.95.15.38","80","200","nginx","unknown"
"185.95.15.38","443","200","nginx","unknown"
"139.162.41.41","80","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"139.162.41.41","443","403","nginx/1.14.0 (Ubuntu)","1.14.0"
"194.76.186.12","80","404","nginx/1.26.2","1.26.2"
"86.80.149.20","80","403","nginx","unknown"
"86.80.149.20","443","403","nginx","unknown"
"139.162.210.46","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.210.46","443","403","nginx/1.18.0 (Ubuntu)","1.18.0"
"5.255.98.114","80","403","nginx","unknown"
"5.255.98.114","443","200","nginx","unknown"
"193.176.186.146","80","200","nginx","unknown"
"193.176.186.146","443","200","nginx","unknown"
"213.171.65.177","80","200","nginx","unknown"
"213.171.65.177","443","200","nginx","unknown"
"212.86.114.75","80","200","nginx","unknown"
"212.86.114.75","443","200","nginx","unknown"
"139.162.86.120","80","404","nginx/1.29.1","1.29.1"
"139.162.86.120","443","404","nginx/1.29.1","1.29.1"
"23.109.253.108","80","404","nginx","unknown"
"139.162.31.71","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.31.71","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"87.210.175.97","80","200","nginx","unknown"
"87.210.175.97","443","200","nginx","unknown"
"80.82.76.96","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"80.82.76.96","443","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.173.21.223","80","204","nginx","unknown"
"185.173.21.223","443","204","nginx","unknown"
"37.143.87.22","80","403","freenginx","unknown"
"37.143.87.22","443","403","freenginx","unknown"
"87.233.223.66","80","200","nginx","unknown"
"87.233.223.66","443","200","nginx","unknown"
"212.32.244.165","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"212.32.244.165","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"145.131.4.72","80","200","nginx","unknown"
"145.131.4.72","443","200","nginx","unknown"
"31.44.4.108","80","401","nginx/1.18.0","1.18.0"
"86.83.162.162","80","200","nginx","unknown"
"86.83.162.162","443","200","nginx","unknown"
"91.142.254.116","80","200","nginx","unknown"
"91.142.254.116","443","200","nginx","unknown"
"139.162.157.164","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.157.164","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"159.253.5.137","80","200","nginx","unknown"
"188.89.111.216","80","502","nginx","unknown"
"188.89.111.216","443","200","nginx","unknown"
"45.133.249.17","80","403","nginx","unknown"
"45.133.249.17","443","200","nginx","unknown"
"62.212.87.35","80","200","BitNinja-Waf3; nginx","unknown"
"62.212.87.35","443","200","BitNinja-Waf3; nginx","unknown"
"185.47.237.41","80","404","nginx","unknown"
"185.47.237.41","443","403","nginx","unknown"
"85.158.204.131","80","200","nginx","unknown"
"85.158.204.131","443","200","nginx","unknown"
"185.99.184.198","80","200","nginx","unknown"
"185.99.184.198","443","200","nginx","unknown"
"37.48.112.74","80","404","nginx","unknown"
"37.128.148.40","80","200","nginx","unknown"
"37.128.148.40","443","200","nginx","unknown"
"185.156.161.177","80","403","nginx","unknown"
"185.156.161.177","443","200","nginx","unknown"
"109.107.157.44","80","200","nginx","unknown"
"109.107.157.44","443","200","nginx","unknown"
"147.90.6.5","80","503","nginx","unknown"
"78.41.207.28","80","200","nginx/1.28.0","1.28.0"
"185.33.116.18","80","200","nginx","unknown"
"185.33.116.18","443","200","nginx","unknown"
"94.102.63.113","80","200","nginx","unknown"
"94.102.63.113","443","200","nginx","unknown"
"45.142.164.21","80","200","nginx-n.wtf/1.29.4","unknown"
"45.142.164.21","443","502","nginx-n.wtf/1.29.4","unknown"
"170.62.105.211","80","404","nginx","unknown"
"170.62.105.211","443","404","nginx","unknown"
"85.190.96.101","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"95.168.171.179","80","200","nginx","unknown"
"95.168.171.179","443","200","nginx","unknown"
"141.101.241.60","80","502","nginx/1.18.0 (Ubuntu)","1.18.0"
"212.32.228.223","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
