ip,version,eol_status,cve_id,base_score,base_severity,cvss_version
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2023-5678,5.3,MEDIUM,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2024-0727,5.5,MEDIUM,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2025-68160,4.7,MEDIUM,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2025-69421,7.5,HIGH,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2026-22796,5.3,MEDIUM,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2026-28388,7.5,HIGH,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2026-28389,7.5,HIGH,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2026-28390,7.5,HIGH,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2026-34180,7.5,HIGH,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2026-42766,5.9,MEDIUM,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2026-45447,8.8,HIGH,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2026-7383,8.1,HIGH,3.1
37.48.72.226,1.0.2k-fips,2019-12-31,CVE-2026-9076,7.5,HIGH,3.1
45.149.89.242,3.0.19,False,CVE-2026-28387,8.1,HIGH,3.1
45.149.89.242,3.0.19,False,CVE-2026-28388,7.5,HIGH,3.1
45.149.89.242,3.0.19,False,CVE-2026-28389,7.5,HIGH,3.1
45.149.89.242,3.0.19,False,CVE-2026-28390,7.5,HIGH,3.1
45.149.89.242,3.0.19,False,CVE-2026-34180,7.5,HIGH,3.1
45.149.89.242,3.0.19,False,CVE-2026-42766,5.9,MEDIUM,3.1
45.149.89.242,3.0.19,False,CVE-2026-45447,8.8,HIGH,3.1
45.149.89.242,3.0.19,False,CVE-2026-7383,8.1,HIGH,3.1
45.149.89.242,3.0.19,False,CVE-2026-9076,7.5,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2023-4807,7.8,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.135.98.134,1.1.1n,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
46.235.40.38,3.5.5,False,CVE-2026-28387,8.1,HIGH,3.1
46.235.40.38,3.5.5,False,CVE-2026-28388,7.5,HIGH,3.1
46.235.40.38,3.5.5,False,CVE-2026-28389,7.5,HIGH,3.1
46.235.40.38,3.5.5,False,CVE-2026-28390,7.5,HIGH,3.1
46.235.40.38,3.5.5,False,CVE-2026-34180,7.5,HIGH,3.1
46.235.40.38,3.5.5,False,CVE-2026-42766,5.9,MEDIUM,3.1
46.235.40.38,3.5.5,False,CVE-2026-45447,8.8,HIGH,3.1
46.235.40.38,3.5.5,False,CVE-2026-7383,8.1,HIGH,3.1
46.235.40.38,3.5.5,False,CVE-2026-9076,7.5,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2023-4807,7.8,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.141.18.109,1.1.1n,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
45.149.89.149,3.0.19,False,CVE-2026-28387,8.1,HIGH,3.1
45.149.89.149,3.0.19,False,CVE-2026-28388,7.5,HIGH,3.1
45.149.89.149,3.0.19,False,CVE-2026-28389,7.5,HIGH,3.1
45.149.89.149,3.0.19,False,CVE-2026-28390,7.5,HIGH,3.1
45.149.89.149,3.0.19,False,CVE-2026-34180,7.5,HIGH,3.1
45.149.89.149,3.0.19,False,CVE-2026-42766,5.9,MEDIUM,3.1
45.149.89.149,3.0.19,False,CVE-2026-45447,8.8,HIGH,3.1
45.149.89.149,3.0.19,False,CVE-2026-7383,8.1,HIGH,3.1
45.149.89.149,3.0.19,False,CVE-2026-9076,7.5,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2023-4807,7.8,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.141.16.116,1.1.1n,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
88.208.28.106,1.0.1e-fips,2016-12-31,,,,
45.135.97.101,1.1.1n,2023-09-11,CVE-2023-4807,7.8,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.135.97.101,1.1.1n,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.141.207.125,1.1.1w,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2023-4807,7.8,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.141.17.206,1.1.1n,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2023-5678,5.3,MEDIUM,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2024-0727,5.5,MEDIUM,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2025-68160,4.7,MEDIUM,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2025-69421,7.5,HIGH,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2026-22796,5.3,MEDIUM,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2026-28388,7.5,HIGH,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2026-28389,7.5,HIGH,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2026-28390,7.5,HIGH,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2026-34180,7.5,HIGH,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2026-42766,5.9,MEDIUM,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2026-45447,8.8,HIGH,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2026-7383,8.1,HIGH,3.1
194.151.97.130,1.0.2k-fips,2019-12-31,CVE-2026-9076,7.5,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.140.8.112,1.1.1w,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.152.9.11,1.1.1w,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
185.188.74.153,3.2.2,2025-11-23,,,,
46.161.222.60,1.1.1n,2023-09-11,CVE-2023-4807,7.8,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
46.161.222.60,1.1.1n,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.136.67.171,1.1.1w,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2023-4807,7.8,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
45.141.18.119,1.1.1n,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2023-5678,5.3,MEDIUM,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2024-0727,5.5,MEDIUM,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2025-68160,4.7,MEDIUM,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2025-69421,7.5,HIGH,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2026-22796,5.3,MEDIUM,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2026-28388,7.5,HIGH,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2026-28389,7.5,HIGH,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2026-28390,7.5,HIGH,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2026-34180,7.5,HIGH,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2026-42766,5.9,MEDIUM,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2026-45447,8.8,HIGH,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2026-7383,8.1,HIGH,3.1
139.162.45.169,1.0.2k-fips,2019-12-31,CVE-2026-9076,7.5,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2023-4807,7.8,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-42766,5.9,MEDIUM,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-45447,8.8,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-7383,8.1,HIGH,3.1
185.222.33.78,1.1.1n,2023-09-11,CVE-2026-9076,7.5,HIGH,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2023-4807,7.8,HIGH,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2023-5678,5.3,MEDIUM,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2024-0727,5.5,MEDIUM,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2025-68160,4.7,MEDIUM,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2025-69418,4.0,MEDIUM,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2025-69419,7.4,HIGH,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2025-69420,7.5,HIGH,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2025-69421,7.5,HIGH,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2026-22795,5.5,MEDIUM,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2026-22796,5.3,MEDIUM,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2026-28387,8.1,HIGH,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2026-28388,7.5,HIGH,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2026-28389,7.5,HIGH,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2026-28390,7.5,HIGH,3.1
45.135.96.128,1.1.1n,2023-09-11,CVE-2026-34180,7.5,HIGH,3.1
