ip,version,cve_id,base_score,base_severity,cvss_version
139.162.45.121,unknown,,,,
92.62.118.113,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
92.62.118.113,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
92.62.118.113,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
139.162.60.236,1.20.1,CVE-2021-3618,7.4,HIGH,3.1
139.162.60.236,1.20.1,CVE-2022-41741,7.8,HIGH,3.1
139.162.60.236,1.20.1,CVE-2022-41742,7.1,HIGH,3.1
139.162.60.236,1.20.1,CVE-2023-44487,7.5,HIGH,3.1
139.162.60.236,1.20.1,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.60.236,1.20.1,CVE-2026-49975,7.5,HIGH,3.1
37.97.223.187,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
37.97.223.187,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
37.97.223.187,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
37.97.223.187,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
37.97.223.187,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
37.97.223.187,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
37.97.223.187,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
94.75.245.45,1.26.3,CVE-2026-49975,7.5,HIGH,3.1
37.97.203.211,unknown,,,,
136.144.208.9,unknown,,,,
86.84.130.227,unknown,,,,
194.145.200.254,unknown,,,,
86.94.231.57,unknown,,,,
88.208.46.217,unknown,,,,
91.211.249.150,1.28.0,CVE-2026-49975,7.5,HIGH,3.1
185.85.211.152,1.12.2,CVE-2018-16843,7.5,HIGH,3.1
185.85.211.152,1.12.2,CVE-2018-16844,7.5,HIGH,3.1
185.85.211.152,1.12.2,CVE-2018-16845,6.1,MEDIUM,3.1
185.85.211.152,1.12.2,CVE-2019-9511,7.5,HIGH,3.1
185.85.211.152,1.12.2,CVE-2019-9513,7.5,HIGH,3.1
185.85.211.152,1.12.2,CVE-2019-9516,6.5,MEDIUM,3.1
185.85.211.152,1.12.2,CVE-2019-20372,5.3,MEDIUM,3.1
185.85.211.152,1.12.2,CVE-2021-23017,7.7,HIGH,3.1
185.85.211.152,1.12.2,CVE-2017-20005,9.8,CRITICAL,3.1
185.85.211.152,1.12.2,CVE-2021-3618,7.4,HIGH,3.1
185.85.211.152,1.12.2,CVE-2022-41741,7.8,HIGH,3.1
185.85.211.152,1.12.2,CVE-2022-41742,7.1,HIGH,3.1
185.85.211.152,1.12.2,CVE-2023-44487,7.5,HIGH,3.1
185.85.211.152,1.12.2,CVE-2025-23419,5.3,MEDIUM,4.0
185.85.211.152,1.12.2,CVE-2026-49975,7.5,HIGH,3.1
37.74.204.48,unknown,,,,
149.210.201.222,unknown,,,,
109.109.97.98,1.26.1,CVE-2025-23419,5.3,MEDIUM,4.0
109.109.97.98,1.26.1,CVE-2026-49975,7.5,HIGH,3.1
212.80.213.250,unknown,,,,
94.209.79.70,unknown,,,,
192.243.58.72,unknown,,,,
139.162.210.64,unknown,,,,
77.250.107.9,unknown,,,,
91.195.81.101,unknown,,,,
185.103.18.18,unknown,,,,
136.144.254.7,unknown,,,,
5.79.64.178,1.27.1,CVE-2025-23419,5.3,MEDIUM,4.0
5.79.64.178,1.27.1,CVE-2026-49975,7.5,HIGH,3.1
95.99.223.72,unknown,,,,
89.99.27.23,1.29.8,,,,
88.208.6.168,unknown,,,,
81.172.184.151,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
81.172.184.151,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
81.172.184.151,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
95.215.204.89,1.25.5,CVE-2025-23419,5.3,MEDIUM,4.0
95.215.204.89,1.25.5,CVE-2026-49975,7.5,HIGH,3.1
149.143.86.173,unknown,,,,
85.146.160.251,unknown,,,,
147.12.18.75,unknown,,,,
185.70.186.191,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
185.70.186.191,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
185.70.186.191,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
185.70.186.191,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
185.70.186.191,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
185.70.186.191,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
185.70.186.191,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
83.86.228.56,unknown,,,,
85.145.87.179,unknown,,,,
188.209.213.236,1.22.0,CVE-2022-41741,7.8,HIGH,3.1
188.209.213.236,1.22.0,CVE-2022-41742,7.1,HIGH,3.1
188.209.213.236,1.22.0,CVE-2023-44487,7.5,HIGH,3.1
188.209.213.236,1.22.0,CVE-2025-23419,5.3,MEDIUM,4.0
188.209.213.236,1.22.0,CVE-2026-49975,7.5,HIGH,3.1
88.208.59.20,unknown,,,,
89.248.168.85,1.12.2,CVE-2018-16843,7.5,HIGH,3.1
89.248.168.85,1.12.2,CVE-2018-16844,7.5,HIGH,3.1
89.248.168.85,1.12.2,CVE-2018-16845,6.1,MEDIUM,3.1
89.248.168.85,1.12.2,CVE-2019-9511,7.5,HIGH,3.1
89.248.168.85,1.12.2,CVE-2019-9513,7.5,HIGH,3.1
89.248.168.85,1.12.2,CVE-2019-9516,6.5,MEDIUM,3.1
89.248.168.85,1.12.2,CVE-2019-20372,5.3,MEDIUM,3.1
89.248.168.85,1.12.2,CVE-2021-23017,7.7,HIGH,3.1
89.248.168.85,1.12.2,CVE-2017-20005,9.8,CRITICAL,3.1
89.248.168.85,1.12.2,CVE-2021-3618,7.4,HIGH,3.1
89.248.168.85,1.12.2,CVE-2022-41741,7.8,HIGH,3.1
89.248.168.85,1.12.2,CVE-2022-41742,7.1,HIGH,3.1
89.248.168.85,1.12.2,CVE-2023-44487,7.5,HIGH,3.1
89.248.168.85,1.12.2,CVE-2025-23419,5.3,MEDIUM,4.0
89.248.168.85,1.12.2,CVE-2026-49975,7.5,HIGH,3.1
82.168.18.67,unknown,,,,
95.211.209.164,unknown,,,,
185.78.165.54,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
185.78.165.54,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
185.78.165.54,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
185.78.165.54,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
185.78.165.54,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
185.78.165.54,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
185.78.165.54,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
175.110.117.72,unknown,,,,
45.66.99.100,unknown,,,,
87.208.226.251,unknown,,,,
95.170.82.172,unknown,,,,
136.144.238.84,1.14.0,CVE-2018-16843,7.5,HIGH,3.1
136.144.238.84,1.14.0,CVE-2018-16844,7.5,HIGH,3.1
136.144.238.84,1.14.0,CVE-2018-16845,6.1,MEDIUM,3.1
136.144.238.84,1.14.0,CVE-2019-9511,7.5,HIGH,3.1
136.144.238.84,1.14.0,CVE-2019-9513,7.5,HIGH,3.1
136.144.238.84,1.14.0,CVE-2019-9516,6.5,MEDIUM,3.1
136.144.238.84,1.14.0,CVE-2019-20372,5.3,MEDIUM,3.1
136.144.238.84,1.14.0,CVE-2021-23017,7.7,HIGH,3.1
136.144.238.84,1.14.0,CVE-2021-3618,7.4,HIGH,3.1
136.144.238.84,1.14.0,CVE-2022-41741,7.8,HIGH,3.1
136.144.238.84,1.14.0,CVE-2022-41742,7.1,HIGH,3.1
136.144.238.84,1.14.0,CVE-2023-44487,7.5,HIGH,3.1
136.144.238.84,1.14.0,CVE-2025-23419,5.3,MEDIUM,4.0
136.144.238.84,1.14.0,CVE-2026-49975,7.5,HIGH,3.1
139.162.229.49,unknown,,,,
82.73.18.123,unknown,,,,
83.84.211.214,unknown,,,,
193.169.105.246,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
193.169.105.246,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
193.169.105.246,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
193.169.105.246,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
193.169.105.246,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
193.169.105.246,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
193.169.105.246,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
213.174.139.92,1.22.0,CVE-2022-41741,7.8,HIGH,3.1
213.174.139.92,1.22.0,CVE-2022-41742,7.1,HIGH,3.1
213.174.139.92,1.22.0,CVE-2023-44487,7.5,HIGH,3.1
213.174.139.92,1.22.0,CVE-2025-23419,5.3,MEDIUM,4.0
213.174.139.92,1.22.0,CVE-2026-49975,7.5,HIGH,3.1
23.83.71.5,1.30.2,,,,
213.127.165.62,unknown,,,,
136.144.179.224,unknown,,,,
37.218.246.18,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
37.218.246.18,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
37.218.246.18,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
109.201.133.88,1.22.0,CVE-2022-41741,7.8,HIGH,3.1
109.201.133.88,1.22.0,CVE-2022-41742,7.1,HIGH,3.1
109.201.133.88,1.22.0,CVE-2023-44487,7.5,HIGH,3.1
109.201.133.88,1.22.0,CVE-2025-23419,5.3,MEDIUM,4.0
109.201.133.88,1.22.0,CVE-2026-49975,7.5,HIGH,3.1
139.162.182.37,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
139.162.182.37,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
139.162.182.37,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
139.162.182.37,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
139.162.182.37,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.182.37,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.182.37,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
139.162.28.69,1.22.0,CVE-2022-41741,7.8,HIGH,3.1
139.162.28.69,1.22.0,CVE-2022-41742,7.1,HIGH,3.1
139.162.28.69,1.22.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.28.69,1.22.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.28.69,1.22.0,CVE-2026-49975,7.5,HIGH,3.1
139.162.6.119,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
139.162.6.119,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
139.162.6.119,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
139.162.6.119,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
139.162.6.119,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.6.119,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.6.119,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
145.220.53.132,1.28.0,CVE-2026-49975,7.5,HIGH,3.1
136.144.247.250,1.27.4,CVE-2026-49975,7.5,HIGH,3.1
87.210.164.70,unknown,,,,
185.173.21.117,unknown,,,,
77.174.8.175,unknown,,,,
185.24.220.42,unknown,,,,
87.210.142.14,unknown,,,,
77.160.199.14,unknown,,,,
93.158.211.219,unknown,,,,
139.162.24.144,unknown,,,,
185.97.230.220,unknown,,,,
37.97.239.130,unknown,,,,
37.48.117.229,unknown,,,,
81.17.50.32,unknown,,,,
77.164.34.212,unknown,,,,
77.168.143.176,unknown,,,,
149.210.164.175,unknown,,,,
193.142.59.33,unknown,,,,
217.27.224.64,unknown,,,,
86.107.77.132,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
86.107.77.132,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
86.107.77.132,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
185.236.6.52,unknown,,,,
185.253.218.237,unknown,,,,
185.55.112.201,1.23.1,CVE-2022-41741,7.8,HIGH,3.1
185.55.112.201,1.23.1,CVE-2022-41742,7.1,HIGH,3.1
185.55.112.201,1.23.1,CVE-2023-44487,7.5,HIGH,3.1
185.55.112.201,1.23.1,CVE-2025-23419,5.3,MEDIUM,4.0
185.55.112.201,1.23.1,CVE-2026-49975,7.5,HIGH,3.1
170.62.161.203,1.30.1,,,,
146.0.75.157,1.28.3,CVE-2026-49975,7.5,HIGH,3.1
37.252.120.9,unknown,,,,
170.23.138.39,unknown,,,,
31.201.31.18,unknown,,,,
89.149.243.61,1.28.3,CVE-2026-49975,7.5,HIGH,3.1
185.173.216.146,unknown,,,,
139.162.90.108,unknown,,,,
62.3.62.13,unknown,,,,
217.120.103.101,unknown,,,,
130.161.253.14,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
130.161.253.14,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
130.161.253.14,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
130.161.253.14,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
130.161.253.14,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
130.161.253.14,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
130.161.253.14,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
84.86.156.156,unknown,,,,
23.109.25.196,unknown,,,,
77.163.66.56,unknown,,,,
147.12.19.166,unknown,,,,
185.231.69.203,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
185.231.69.203,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
185.231.69.203,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
139.162.27.173,unknown,,,,
95.98.238.206,unknown,,,,
94.126.70.96,unknown,,,,
136.144.183.85,unknown,,,,
213.207.97.194,unknown,,,,
185.95.27.110,unknown,,,,
217.23.8.36,unknown,,,,
195.114.233.10,unknown,,,,
31.149.250.166,unknown,,,,
139.162.187.203,unknown,,,,
37.148.132.207,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
37.148.132.207,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
37.148.132.207,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
37.148.132.207,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
37.148.132.207,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
37.148.132.207,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
37.148.132.207,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
170.62.109.100,unknown,,,,
37.97.227.73,unknown,,,,
178.84.125.58,unknown,,,,
194.247.186.254,unknown,,,,
212.119.35.119,unknown,,,,
139.162.4.27,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
139.162.4.27,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
139.162.4.27,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
139.162.4.27,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
139.162.4.27,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.4.27,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.4.27,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
37.48.95.95,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
37.48.95.95,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
37.48.95.95,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
37.48.95.95,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
37.48.95.95,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
37.48.95.95,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
37.48.95.95,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
91.232.105.27,1.4.5,CVE-2014-0133,7.5,,2.0
91.232.105.27,1.4.5,CVE-2014-3616,4.3,,2.0
91.232.105.27,1.4.5,CVE-2016-0742,7.5,HIGH,3.1
91.232.105.27,1.4.5,CVE-2016-0746,9.8,CRITICAL,3.1
91.232.105.27,1.4.5,CVE-2016-0747,5.3,MEDIUM,3.1
91.232.105.27,1.4.5,CVE-2016-4450,7.5,HIGH,3.1
91.232.105.27,1.4.5,CVE-2016-1247,7.8,HIGH,3.1
91.232.105.27,1.4.5,CVE-2017-7529,7.5,HIGH,3.1
91.232.105.27,1.4.5,CVE-2018-16845,6.1,MEDIUM,3.1
91.232.105.27,1.4.5,CVE-2019-20372,5.3,MEDIUM,3.1
91.232.105.27,1.4.5,CVE-2021-23017,7.7,HIGH,3.1
91.232.105.27,1.4.5,CVE-2017-20005,9.8,CRITICAL,3.1
91.232.105.27,1.4.5,CVE-2021-3618,7.4,HIGH,3.1
91.232.105.27,1.4.5,CVE-2022-41741,7.8,HIGH,3.1
91.232.105.27,1.4.5,CVE-2022-41742,7.1,HIGH,3.1
91.232.105.27,1.4.5,CVE-2026-49975,7.5,HIGH,3.1
195.240.73.170,unknown,,,,
80.60.115.164,unknown,,,,
193.172.16.139,unknown,,,,
62.58.152.222,1.31.1,,,,
84.85.189.14,unknown,,,,
81.172.245.245,unknown,,,,
185.67.226.36,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
185.67.226.36,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
185.67.226.36,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
81.171.8.42,unknown,,,,
37.97.172.94,unknown,,,,
139.162.90.70,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.90.70,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.90.70,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
213.207.110.115,1.26.3,CVE-2026-49975,7.5,HIGH,3.1
159.100.106.162,unknown,,,,
139.162.158.39,unknown,,,,
83.96.252.16,unknown,,,,
185.219.82.27,1.14.0,CVE-2018-16843,7.5,HIGH,3.1
185.219.82.27,1.14.0,CVE-2018-16844,7.5,HIGH,3.1
185.219.82.27,1.14.0,CVE-2018-16845,6.1,MEDIUM,3.1
185.219.82.27,1.14.0,CVE-2019-9511,7.5,HIGH,3.1
185.219.82.27,1.14.0,CVE-2019-9513,7.5,HIGH,3.1
185.219.82.27,1.14.0,CVE-2019-9516,6.5,MEDIUM,3.1
185.219.82.27,1.14.0,CVE-2019-20372,5.3,MEDIUM,3.1
185.219.82.27,1.14.0,CVE-2021-23017,7.7,HIGH,3.1
185.219.82.27,1.14.0,CVE-2021-3618,7.4,HIGH,3.1
185.219.82.27,1.14.0,CVE-2022-41741,7.8,HIGH,3.1
185.219.82.27,1.14.0,CVE-2022-41742,7.1,HIGH,3.1
185.219.82.27,1.14.0,CVE-2023-44487,7.5,HIGH,3.1
185.219.82.27,1.14.0,CVE-2025-23419,5.3,MEDIUM,4.0
185.219.82.27,1.14.0,CVE-2026-49975,7.5,HIGH,3.1
109.201.144.225,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
109.201.144.225,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
109.201.144.225,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
109.201.144.225,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
109.201.144.225,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
109.201.144.225,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
109.201.144.225,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
45.147.196.219,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
45.147.196.219,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
45.147.196.219,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
94.215.66.35,unknown,,,,
202.148.52.110,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
202.148.52.110,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
202.148.52.110,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
136.144.240.7,unknown,,,,
45.14.225.165,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
45.14.225.165,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
45.14.225.165,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
45.132.9.21,unknown,,,,
145.14.10.121,1.14.0,CVE-2018-16843,7.5,HIGH,3.1
145.14.10.121,1.14.0,CVE-2018-16844,7.5,HIGH,3.1
145.14.10.121,1.14.0,CVE-2018-16845,6.1,MEDIUM,3.1
145.14.10.121,1.14.0,CVE-2019-9511,7.5,HIGH,3.1
145.14.10.121,1.14.0,CVE-2019-9513,7.5,HIGH,3.1
145.14.10.121,1.14.0,CVE-2019-9516,6.5,MEDIUM,3.1
145.14.10.121,1.14.0,CVE-2019-20372,5.3,MEDIUM,3.1
145.14.10.121,1.14.0,CVE-2021-23017,7.7,HIGH,3.1
145.14.10.121,1.14.0,CVE-2021-3618,7.4,HIGH,3.1
145.14.10.121,1.14.0,CVE-2022-41741,7.8,HIGH,3.1
145.14.10.121,1.14.0,CVE-2022-41742,7.1,HIGH,3.1
145.14.10.121,1.14.0,CVE-2023-44487,7.5,HIGH,3.1
145.14.10.121,1.14.0,CVE-2025-23419,5.3,MEDIUM,4.0
145.14.10.121,1.14.0,CVE-2026-49975,7.5,HIGH,3.1
139.162.36.175,unknown,,,,
185.232.249.41,unknown,,,,
62.146.249.145,unknown,,,,
87.233.200.56,unknown,,,,
185.67.224.44,unknown,,,,
95.168.173.149,unknown,,,,
139.162.53.75,unknown,,,,
185.232.250.224,unknown,,,,
109.109.100.69,unknown,,,,
145.53.203.222,1.29.5,CVE-2026-49975,7.5,HIGH,3.1
217.62.228.139,unknown,,,,
83.81.160.190,unknown,,,,
37.251.109.142,unknown,,,,
94.208.144.77,unknown,,,,
81.17.50.20,unknown,,,,
185.221.202.145,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
185.221.202.145,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
185.221.202.145,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
185.221.202.145,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
185.221.202.145,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
185.221.202.145,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
185.221.202.145,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
149.210.173.188,unknown,,,,
185.130.224.168,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
185.130.224.168,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
185.130.224.168,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
160.20.155.29,unknown,,,,
82.151.48.154,unknown,,,,
212.187.99.9,unknown,,,,
87.233.82.242,unknown,,,,
23.109.136.76,1.20.2,CVE-2021-3618,7.4,HIGH,3.1
23.109.136.76,1.20.2,CVE-2022-41741,7.8,HIGH,3.1
23.109.136.76,1.20.2,CVE-2022-41742,7.1,HIGH,3.1
23.109.136.76,1.20.2,CVE-2023-44487,7.5,HIGH,3.1
23.109.136.76,1.20.2,CVE-2025-23419,5.3,MEDIUM,4.0
23.109.136.76,1.20.2,CVE-2026-49975,7.5,HIGH,3.1
89.146.53.115,unknown,,,,
185.95.24.121,unknown,,,,
139.162.124.128,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
139.162.124.128,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
139.162.124.128,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
139.162.124.128,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
139.162.124.128,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.124.128,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.124.128,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
37.218.240.17,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
37.218.240.17,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
37.218.240.17,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
91.229.23.39,unknown,,,,
213.196.39.145,unknown,,,,
83.85.51.194,unknown,,,,
84.82.23.252,unknown,,,,
178.22.56.92,unknown,,,,
213.134.232.43,unknown,,,,
31.207.45.35,unknown,,,,
193.116.191.71,1.14.2,CVE-2018-16845,6.1,MEDIUM,3.1
193.116.191.71,1.14.2,CVE-2019-9511,7.5,HIGH,3.1
193.116.191.71,1.14.2,CVE-2019-9513,7.5,HIGH,3.1
193.116.191.71,1.14.2,CVE-2019-9516,6.5,MEDIUM,3.1
193.116.191.71,1.14.2,CVE-2019-20372,5.3,MEDIUM,3.1
193.116.191.71,1.14.2,CVE-2021-23017,7.7,HIGH,3.1
193.116.191.71,1.14.2,CVE-2021-3618,7.4,HIGH,3.1
193.116.191.71,1.14.2,CVE-2022-41741,7.8,HIGH,3.1
193.116.191.71,1.14.2,CVE-2022-41742,7.1,HIGH,3.1
193.116.191.71,1.14.2,CVE-2023-44487,7.5,HIGH,3.1
193.116.191.71,1.14.2,CVE-2025-23419,5.3,MEDIUM,4.0
193.116.191.71,1.14.2,CVE-2026-49975,7.5,HIGH,3.1
95.170.82.173,unknown,,,,
37.148.132.193,unknown,,,,
146.19.248.82,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
146.19.248.82,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
146.19.248.82,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
146.19.248.82,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
146.19.248.82,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
146.19.248.82,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
146.19.248.82,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
185.85.17.241,unknown,,,,
94.126.66.198,unknown,,,,
185.67.225.132,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
185.67.225.132,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
185.67.225.132,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
37.128.148.84,unknown,,,,
85.17.28.52,unknown,,,,
188.72.203.148,unknown,,,,
5.180.172.61,unknown,,,,
212.86.115.245,unknown,,,,
178.19.119.169,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
178.19.119.169,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
178.19.119.169,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
185.185.50.195,unknown,,,,
84.86.74.2,unknown,,,,
91.233.52.6,unknown,,,,
67.22.44.83,unknown,,,,
141.105.127.86,1.16.1,CVE-2019-20372,5.3,MEDIUM,3.1
141.105.127.86,1.16.1,CVE-2021-23017,7.7,HIGH,3.1
141.105.127.86,1.16.1,CVE-2021-3618,7.4,HIGH,3.1
141.105.127.86,1.16.1,CVE-2022-41741,7.8,HIGH,3.1
141.105.127.86,1.16.1,CVE-2022-41742,7.1,HIGH,3.1
141.105.127.86,1.16.1,CVE-2023-44487,7.5,HIGH,3.1
141.105.127.86,1.16.1,CVE-2025-23419,5.3,MEDIUM,4.0
141.105.127.86,1.16.1,CVE-2026-49975,7.5,HIGH,3.1
185.104.131.195,unknown,,,,
45.8.236.82,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
45.8.236.82,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
45.8.236.82,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
45.8.236.82,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
45.8.236.82,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
45.8.236.82,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
45.8.236.82,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
84.26.86.245,1.25.3,CVE-2025-23419,5.3,MEDIUM,4.0
84.26.86.245,1.25.3,CVE-2026-49975,7.5,HIGH,3.1
23.111.24.220,1.29.4,CVE-2026-49975,7.5,HIGH,3.1
193.0.11.33,unknown,,,,
185.107.224.7,unknown,,,,
147.12.16.73,unknown,,,,
109.202.105.24,unknown,,,,
86.83.254.60,unknown,,,,
139.162.97.109,unknown,,,,
139.162.242.14,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
