ip,version,cve_id,base_score,base_severity,cvss_version
37.252.120.63,1.14.2,CVE-2022-41741,7.8,HIGH,3.1
37.252.120.63,1.14.2,CVE-2022-41742,7.1,HIGH,3.1
37.252.120.63,1.14.2,CVE-2023-44487,7.5,HIGH,3.1
37.252.120.63,1.14.2,CVE-2025-23419,5.3,MEDIUM,4.0
37.252.120.63,1.14.2,CVE-2026-49975,7.5,HIGH,3.1
37.128.144.206,unknown,,,,
185.203.241.48,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
185.203.241.48,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
185.203.241.48,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
185.203.241.48,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
185.203.241.48,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
185.203.241.48,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
185.203.241.48,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
80.61.46.130,unknown,,,,
85.190.96.109,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
85.190.96.109,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
85.190.96.109,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
89.188.17.30,unknown,,,,
170.62.109.84,unknown,,,,
37.48.89.166,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
37.48.89.166,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
37.48.89.166,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
37.48.89.166,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
37.48.89.166,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
37.48.89.166,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
37.48.89.166,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
188.137.178.70,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
188.137.178.70,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
188.137.178.70,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
188.137.178.70,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
188.137.178.70,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
188.137.178.70,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
188.137.178.70,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
80.89.224.194,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
80.89.224.194,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
80.89.224.194,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
85.10.128.32,unknown,,,,
95.97.249.60,unknown,,,,
31.160.207.236,unknown,,,,
188.137.240.108,unknown,,,,
5.255.108.242,1.20.1,CVE-2021-3618,7.4,HIGH,3.1
5.255.108.242,1.20.1,CVE-2022-41741,7.8,HIGH,3.1
5.255.108.242,1.20.1,CVE-2022-41742,7.1,HIGH,3.1
5.255.108.242,1.20.1,CVE-2023-44487,7.5,HIGH,3.1
5.255.108.242,1.20.1,CVE-2025-23419,5.3,MEDIUM,4.0
5.255.108.242,1.20.1,CVE-2026-49975,7.5,HIGH,3.1
185.225.27.138,unknown,,,,
85.10.159.20,unknown,,,,
185.206.232.208,unknown,,,,
37.128.144.192,unknown,,,,
139.162.80.197,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
139.162.80.197,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
139.162.80.197,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
139.162.80.197,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
139.162.80.197,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.80.197,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.80.197,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
185.11.145.69,unknown,,,,
45.91.201.53,1.28.0,CVE-2026-49975,7.5,HIGH,3.1
185.37.70.52,unknown,,,,
62.221.199.108,unknown,,,,
82.169.2.221,unknown,,,,
80.247.163.13,unknown,,,,
91.212.176.34,unknown,,,,
95.211.46.134,unknown,,,,
193.200.178.221,unknown,,,,
149.210.243.85,1.29.1,CVE-2026-49975,7.5,HIGH,3.1
85.17.71.143,unknown,,,,
81.171.0.151,unknown,,,,
62.194.209.8,unknown,,,,
146.0.76.166,unknown,,,,
89.32.242.61,unknown,,,,
89.105.193.181,unknown,,,,
185.214.148.41,unknown,,,,
77.73.227.222,unknown,,,,
95.99.84.101,unknown,,,,
45.148.120.54,unknown,,,,
85.159.236.203,1.31.0,,,,
79.142.76.254,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
79.142.76.254,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
79.142.76.254,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
79.142.76.254,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
79.142.76.254,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
79.142.76.254,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
79.142.76.254,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
45.133.249.217,unknown,,,,
149.210.169.201,unknown,,,,
45.87.41.90,unknown,,,,
45.140.132.138,unknown,,,,
85.204.109.195,unknown,,,,
45.148.61.22,unknown,,,,
136.144.246.5,unknown,,,,
185.107.212.221,unknown,,,,
185.251.25.122,unknown,,,,
178.18.23.116,1.16.1,CVE-2019-20372,5.3,MEDIUM,3.1
178.18.23.116,1.16.1,CVE-2021-23017,7.7,HIGH,3.1
178.18.23.116,1.16.1,CVE-2021-3618,7.4,HIGH,3.1
178.18.23.116,1.16.1,CVE-2022-41741,7.8,HIGH,3.1
178.18.23.116,1.16.1,CVE-2022-41742,7.1,HIGH,3.1
178.18.23.116,1.16.1,CVE-2023-44487,7.5,HIGH,3.1
178.18.23.116,1.16.1,CVE-2025-23419,5.3,MEDIUM,4.0
178.18.23.116,1.16.1,CVE-2026-49975,7.5,HIGH,3.1
217.120.249.135,unknown,,,,
37.97.157.137,unknown,,,,
185.95.15.146,unknown,,,,
170.62.109.97,unknown,,,,
66.151.42.190,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
66.151.42.190,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
66.151.42.190,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
185.214.24.6,unknown,,,,
149.210.143.104,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
149.210.143.104,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
149.210.143.104,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
5.157.87.206,1.20.1,CVE-2021-3618,7.4,HIGH,3.1
5.157.87.206,1.20.1,CVE-2022-41741,7.8,HIGH,3.1
5.157.87.206,1.20.1,CVE-2022-41742,7.1,HIGH,3.1
5.157.87.206,1.20.1,CVE-2023-44487,7.5,HIGH,3.1
5.157.87.206,1.20.1,CVE-2025-23419,5.3,MEDIUM,4.0
5.157.87.206,1.20.1,CVE-2026-49975,7.5,HIGH,3.1
85.146.29.189,unknown,,,,
136.144.246.98,unknown,,,,
188.137.225.112,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
188.137.225.112,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
188.137.225.112,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
188.137.225.112,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
188.137.225.112,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
188.137.225.112,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
188.137.225.112,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
85.10.150.14,1.27.4,CVE-2026-49975,7.5,HIGH,3.1
37.97.224.84,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
37.97.224.84,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
37.97.224.84,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
85.17.146.157,unknown,,,,
136.144.144.202,unknown,,,,
213.52.187.90,unknown,,,,
31.204.150.100,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
31.204.150.100,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
31.204.150.100,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
31.204.150.100,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
31.204.150.100,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
31.204.150.100,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
31.204.150.100,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
5.79.67.7,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
5.79.67.7,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
5.79.67.7,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
5.79.67.7,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
5.79.67.7,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
5.79.67.7,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
5.79.67.7,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
217.23.8.239,unknown,,,,
95.211.211.197,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
95.211.211.197,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
95.211.211.197,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
95.211.211.197,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
95.211.211.197,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
95.211.211.197,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
95.211.211.197,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
82.174.182.162,unknown,,,,
195.26.230.186,1.26.2,CVE-2025-23419,5.3,MEDIUM,4.0
195.26.230.186,1.26.2,CVE-2026-49975,7.5,HIGH,3.1
85.17.210.195,1.20.1,CVE-2021-3618,7.4,HIGH,3.1
85.17.210.195,1.20.1,CVE-2022-41741,7.8,HIGH,3.1
85.17.210.195,1.20.1,CVE-2022-41742,7.1,HIGH,3.1
85.17.210.195,1.20.1,CVE-2023-44487,7.5,HIGH,3.1
85.17.210.195,1.20.1,CVE-2025-23419,5.3,MEDIUM,4.0
85.17.210.195,1.20.1,CVE-2026-49975,7.5,HIGH,3.1
5.255.113.96,unknown,,,,
136.144.251.172,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
136.144.251.172,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
136.144.251.172,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
139.162.137.128,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
139.162.137.128,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
139.162.137.128,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
139.162.137.128,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
139.162.137.128,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.137.128,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.137.128,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
45.128.222.78,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
45.128.222.78,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
45.128.222.78,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
84.247.14.180,unknown,,,,
45.139.121.93,unknown,,,,
43.245.224.21,unknown,,,,
139.162.225.236,1.22.0,CVE-2022-41741,7.8,HIGH,3.1
139.162.225.236,1.22.0,CVE-2022-41742,7.1,HIGH,3.1
139.162.225.236,1.22.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.225.236,1.22.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.225.236,1.22.0,CVE-2026-49975,7.5,HIGH,3.1
185.200.102.249,unknown,,,,
46.229.160.22,unknown,,,,
91.208.127.208,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
91.208.127.208,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
91.208.127.208,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
91.208.127.208,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
91.208.127.208,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
91.208.127.208,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
91.208.127.208,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
188.137.178.159,unknown,,,,
45.12.215.157,unknown,,,,
94.75.214.114,unknown,,,,
89.31.56.38,unknown,,,,
89.149.225.155,unknown,,,,
37.230.162.84,1.10.2,CVE-2017-7529,7.5,HIGH,3.1
37.230.162.84,1.10.2,CVE-2018-16843,7.5,HIGH,3.1
37.230.162.84,1.10.2,CVE-2018-16844,7.5,HIGH,3.1
37.230.162.84,1.10.2,CVE-2018-16845,6.1,MEDIUM,3.1
37.230.162.84,1.10.2,CVE-2019-9511,7.5,HIGH,3.1
37.230.162.84,1.10.2,CVE-2019-9513,7.5,HIGH,3.1
37.230.162.84,1.10.2,CVE-2019-9516,6.5,MEDIUM,3.1
37.230.162.84,1.10.2,CVE-2019-20372,5.3,MEDIUM,3.1
37.230.162.84,1.10.2,CVE-2021-23017,7.7,HIGH,3.1
37.230.162.84,1.10.2,CVE-2017-20005,9.8,CRITICAL,3.1
37.230.162.84,1.10.2,CVE-2021-3618,7.4,HIGH,3.1
37.230.162.84,1.10.2,CVE-2022-41741,7.8,HIGH,3.1
37.230.162.84,1.10.2,CVE-2022-41742,7.1,HIGH,3.1
37.230.162.84,1.10.2,CVE-2023-44487,7.5,HIGH,3.1
37.230.162.84,1.10.2,CVE-2026-49975,7.5,HIGH,3.1
82.73.196.224,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
82.73.196.224,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
82.73.196.224,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
139.162.251.88,1.15.8,CVE-2019-9511,7.5,HIGH,3.1
139.162.251.88,1.15.8,CVE-2019-9513,7.5,HIGH,3.1
139.162.251.88,1.15.8,CVE-2019-9516,6.5,MEDIUM,3.1
139.162.251.88,1.15.8,CVE-2019-20372,5.3,MEDIUM,3.1
139.162.251.88,1.15.8,CVE-2021-23017,7.7,HIGH,3.1
139.162.251.88,1.15.8,CVE-2021-3618,7.4,HIGH,3.1
139.162.251.88,1.15.8,CVE-2022-41741,7.8,HIGH,3.1
139.162.251.88,1.15.8,CVE-2022-41742,7.1,HIGH,3.1
139.162.251.88,1.15.8,CVE-2023-44487,7.5,HIGH,3.1
139.162.251.88,1.15.8,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.251.88,1.15.8,CVE-2026-49975,7.5,HIGH,3.1
178.162.138.84,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
178.162.138.84,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
178.162.138.84,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
178.162.138.84,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
178.162.138.84,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
178.162.138.84,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
178.162.138.84,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
195.169.35.213,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
195.169.35.213,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
195.169.35.213,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
185.214.148.47,unknown,,,,
95.97.48.116,1.26.1,CVE-2025-23419,5.3,MEDIUM,4.0
95.97.48.116,1.26.1,CVE-2026-49975,7.5,HIGH,3.1
77.60.175.134,unknown,,,,
84.85.104.6,unknown,,,,
85.10.140.146,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
85.10.140.146,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
85.10.140.146,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
85.10.140.146,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
85.10.140.146,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
85.10.140.146,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
85.10.140.146,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
139.162.177.125,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.177.125,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.177.125,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
185.180.223.237,unknown,,,,
185.99.186.204,1.22.0,CVE-2022-41741,7.8,HIGH,3.1
185.99.186.204,1.22.0,CVE-2022-41742,7.1,HIGH,3.1
185.99.186.204,1.22.0,CVE-2023-44487,7.5,HIGH,3.1
185.99.186.204,1.22.0,CVE-2025-23419,5.3,MEDIUM,4.0
185.99.186.204,1.22.0,CVE-2026-49975,7.5,HIGH,3.1
45.128.220.38,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
45.128.220.38,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
45.128.220.38,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
217.18.70.22,unknown,,,,
172.241.51.204,unknown,,,,
62.200.205.136,unknown,,,,
150.251.153.141,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
150.251.153.141,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
150.251.153.141,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
150.251.153.141,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
150.251.153.141,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
150.251.153.141,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
150.251.153.141,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
136.144.174.239,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
136.144.174.239,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
136.144.174.239,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
139.162.61.151,1.15.8,CVE-2019-9511,7.5,HIGH,3.1
139.162.61.151,1.15.8,CVE-2019-9513,7.5,HIGH,3.1
139.162.61.151,1.15.8,CVE-2019-9516,6.5,MEDIUM,3.1
139.162.61.151,1.15.8,CVE-2019-20372,5.3,MEDIUM,3.1
139.162.61.151,1.15.8,CVE-2021-23017,7.7,HIGH,3.1
139.162.61.151,1.15.8,CVE-2021-3618,7.4,HIGH,3.1
139.162.61.151,1.15.8,CVE-2022-41741,7.8,HIGH,3.1
139.162.61.151,1.15.8,CVE-2022-41742,7.1,HIGH,3.1
139.162.61.151,1.15.8,CVE-2023-44487,7.5,HIGH,3.1
139.162.61.151,1.15.8,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.61.151,1.15.8,CVE-2026-49975,7.5,HIGH,3.1
195.240.44.242,unknown,,,,
92.68.14.60,unknown,,,,
62.131.73.252,unknown,,,,
23.109.18.219,unknown,,,,
94.185.81.8,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
94.185.81.8,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
94.185.81.8,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
94.185.81.8,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
94.185.81.8,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
94.185.81.8,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
94.185.81.8,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
84.84.21.10,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
84.84.21.10,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
84.84.21.10,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
80.79.5.144,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
80.79.5.144,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
80.79.5.144,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
80.79.5.144,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
80.79.5.144,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
80.79.5.144,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
80.79.5.144,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
185.56.234.55,1.4.6,CVE-2014-0133,7.5,,2.0
185.56.234.55,1.4.6,CVE-2014-3616,4.3,,2.0
185.56.234.55,1.4.6,CVE-2016-0742,7.5,HIGH,3.1
185.56.234.55,1.4.6,CVE-2016-0746,9.8,CRITICAL,3.1
185.56.234.55,1.4.6,CVE-2016-0747,5.3,MEDIUM,3.1
185.56.234.55,1.4.6,CVE-2016-4450,7.5,HIGH,3.1
185.56.234.55,1.4.6,CVE-2016-1247,7.8,HIGH,3.1
185.56.234.55,1.4.6,CVE-2017-7529,7.5,HIGH,3.1
185.56.234.55,1.4.6,CVE-2018-16845,6.1,MEDIUM,3.1
185.56.234.55,1.4.6,CVE-2019-20372,5.3,MEDIUM,3.1
185.56.234.55,1.4.6,CVE-2021-23017,7.7,HIGH,3.1
185.56.234.55,1.4.6,CVE-2017-20005,9.8,CRITICAL,3.1
185.56.234.55,1.4.6,CVE-2021-3618,7.4,HIGH,3.1
185.56.234.55,1.4.6,CVE-2022-41741,7.8,HIGH,3.1
185.56.234.55,1.4.6,CVE-2022-41742,7.1,HIGH,3.1
185.56.234.55,1.4.6,CVE-2026-49975,7.5,HIGH,3.1
95.211.213.111,unknown,,,,
139.162.45.33,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
139.162.45.33,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
139.162.45.33,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
139.162.45.33,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
139.162.45.33,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
139.162.45.33,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
139.162.45.33,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
46.229.172.207,1.16.1,CVE-2019-20372,5.3,MEDIUM,3.1
46.229.172.207,1.16.1,CVE-2021-23017,7.7,HIGH,3.1
46.229.172.207,1.16.1,CVE-2021-3618,7.4,HIGH,3.1
46.229.172.207,1.16.1,CVE-2022-41741,7.8,HIGH,3.1
46.229.172.207,1.16.1,CVE-2022-41742,7.1,HIGH,3.1
46.229.172.207,1.16.1,CVE-2023-44487,7.5,HIGH,3.1
46.229.172.207,1.16.1,CVE-2025-23419,5.3,MEDIUM,4.0
46.229.172.207,1.16.1,CVE-2026-49975,7.5,HIGH,3.1
213.126.9.122,unknown,,,,
188.64.138.105,1.22.1,CVE-2023-44487,7.5,HIGH,3.1
188.64.138.105,1.22.1,CVE-2025-23419,5.3,MEDIUM,4.0
188.64.138.105,1.22.1,CVE-2026-49975,7.5,HIGH,3.1
213.93.128.5,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
213.93.128.5,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
213.93.128.5,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
213.93.128.5,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
213.93.128.5,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
213.93.128.5,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
213.93.128.5,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
5.255.112.243,unknown,,,,
185.95.13.20,unknown,,,,
213.174.130.160,1.20.1,CVE-2021-3618,7.4,HIGH,3.1
213.174.130.160,1.20.1,CVE-2022-41741,7.8,HIGH,3.1
213.174.130.160,1.20.1,CVE-2022-41742,7.1,HIGH,3.1
213.174.130.160,1.20.1,CVE-2023-44487,7.5,HIGH,3.1
213.174.130.160,1.20.1,CVE-2025-23419,5.3,MEDIUM,4.0
213.174.130.160,1.20.1,CVE-2026-49975,7.5,HIGH,3.1
185.95.27.102,unknown,,,,
83.149.102.12,unknown,,,,
5.255.119.125,unknown,,,,
87.253.157.225,1.27.1,CVE-2025-23419,5.3,MEDIUM,4.0
87.253.157.225,1.27.1,CVE-2026-49975,7.5,HIGH,3.1
95.211.148.114,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
95.211.148.114,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
95.211.148.114,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
95.211.148.114,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
95.211.148.114,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
95.211.148.114,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
95.211.148.114,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
212.7.205.237,unknown,,,,
185.201.18.123,unknown,,,,
193.41.32.57,unknown,,,,
136.144.176.241,unknown,,,,
77.174.239.37,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
77.174.239.37,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
77.174.239.37,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
170.62.109.161,unknown,,,,
178.22.62.225,unknown,,,,
80.115.25.195,unknown,,,,
139.162.76.12,unknown,,,,
80.89.238.183,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
80.89.238.183,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
80.89.238.183,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
80.89.238.183,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
80.89.238.183,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
80.89.238.183,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
80.89.238.183,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
213.174.139.85,1.22.0,CVE-2022-41741,7.8,HIGH,3.1
213.174.139.85,1.22.0,CVE-2022-41742,7.1,HIGH,3.1
213.174.139.85,1.22.0,CVE-2023-44487,7.5,HIGH,3.1
213.174.139.85,1.22.0,CVE-2025-23419,5.3,MEDIUM,4.0
213.174.139.85,1.22.0,CVE-2026-49975,7.5,HIGH,3.1
93.94.227.104,unknown,,,,
89.41.169.194,unknown,,,,
80.91.219.34,unknown,,,,
95.211.127.132,unknown,,,,
89.98.82.35,unknown,,,,
37.128.144.33,unknown,,,,
185.95.31.95,unknown,,,,
86.81.217.146,1.24.0,CVE-2023-44487,7.5,HIGH,3.1
86.81.217.146,1.24.0,CVE-2025-23419,5.3,MEDIUM,4.0
86.81.217.146,1.24.0,CVE-2026-49975,7.5,HIGH,3.1
46.183.251.171,unknown,,,,
185.107.57.31,1.19.6,CVE-2021-23017,7.7,HIGH,3.1
185.107.57.31,1.19.6,CVE-2021-3618,7.4,HIGH,3.1
185.107.57.31,1.19.6,CVE-2022-41741,7.8,HIGH,3.1
185.107.57.31,1.19.6,CVE-2022-41742,7.1,HIGH,3.1
185.107.57.31,1.19.6,CVE-2023-44487,7.5,HIGH,3.1
185.107.57.31,1.19.6,CVE-2025-23419,5.3,MEDIUM,4.0
185.107.57.31,1.19.6,CVE-2026-49975,7.5,HIGH,3.1
185.95.27.84,unknown,,,,
23.83.126.156,unknown,,,,
5.255.104.163,unknown,,,,
45.143.251.165,1.22.0,CVE-2022-41741,7.8,HIGH,3.1
45.143.251.165,1.22.0,CVE-2022-41742,7.1,HIGH,3.1
45.143.251.165,1.22.0,CVE-2023-44487,7.5,HIGH,3.1
45.143.251.165,1.22.0,CVE-2025-23419,5.3,MEDIUM,4.0
45.143.251.165,1.22.0,CVE-2026-49975,7.5,HIGH,3.1
37.97.179.108,unknown,,,,
91.205.193.13,1.30.2,,,,
81.17.54.162,unknown,,,,
5.255.100.227,1.18.0,CVE-2021-23017,7.7,HIGH,3.1
5.255.100.227,1.18.0,CVE-2021-3618,7.4,HIGH,3.1
5.255.100.227,1.18.0,CVE-2022-41741,7.8,HIGH,3.1
5.255.100.227,1.18.0,CVE-2022-41742,7.1,HIGH,3.1
5.255.100.227,1.18.0,CVE-2023-44487,7.5,HIGH,3.1
5.255.100.227,1.18.0,CVE-2025-23419,5.3,MEDIUM,4.0
5.255.100.227,1.18.0,CVE-2026-49975,7.5,HIGH,3.1
89.41.171.209,unknown,,,,
