version,cve_id,base_score,base_severity,cvss_version
3.5.6,CVE-2026-42766,5.9,MEDIUM,3.1
3.5.6,CVE-2026-45447,8.8,HIGH,3.1
3.5.6,CVE-2026-7383,8.1,HIGH,3.1
3.5.6,CVE-2026-9076,7.5,HIGH,3.1
1.1.1g,CVE-2023-4807,7.8,HIGH,3.1
1.1.1g,CVE-2023-5678,5.3,MEDIUM,3.1
1.1.1g,CVE-2024-0727,5.5,MEDIUM,3.1
1.1.1g,CVE-2025-68160,4.7,MEDIUM,3.1
1.1.1g,CVE-2025-69418,4.0,MEDIUM,3.1
1.1.1g,CVE-2025-69419,7.4,HIGH,3.1
1.1.1g,CVE-2025-69420,7.5,HIGH,3.1
1.1.1g,CVE-2025-69421,7.5,HIGH,3.1
1.1.1g,CVE-2026-22795,5.5,MEDIUM,3.1
1.1.1g,CVE-2026-22796,5.3,MEDIUM,3.1
1.1.1g,CVE-2026-28387,8.1,HIGH,3.1
1.1.1g,CVE-2026-28388,7.5,HIGH,3.1
1.1.1g,CVE-2026-28389,7.5,HIGH,3.1
1.1.1g,CVE-2026-28390,7.5,HIGH,3.1
1.1.1g,CVE-2026-34180,7.5,HIGH,3.1
1.1.1g,CVE-2026-42766,5.9,MEDIUM,3.1
1.1.1g,CVE-2026-45447,8.8,HIGH,3.1
1.1.1g,CVE-2026-7383,8.1,HIGH,3.1
1.1.1g,CVE-2026-9076,7.5,HIGH,3.1
3.0.16,CVE-2025-68160,4.7,MEDIUM,3.1
3.0.16,CVE-2025-69418,4.0,MEDIUM,3.1
3.0.16,CVE-2025-69419,7.4,HIGH,3.1
3.0.16,CVE-2025-69420,7.5,HIGH,3.1
3.0.16,CVE-2025-69421,7.5,HIGH,3.1
3.0.16,CVE-2026-22795,5.5,MEDIUM,3.1
3.0.16,CVE-2026-22796,5.3,MEDIUM,3.1
3.0.16,CVE-2026-28387,8.1,HIGH,3.1
3.0.16,CVE-2026-28388,7.5,HIGH,3.1
3.0.16,CVE-2026-28389,7.5,HIGH,3.1
3.0.16,CVE-2026-28390,7.5,HIGH,3.1
3.0.16,CVE-2026-34180,7.5,HIGH,3.1
3.0.16,CVE-2026-42766,5.9,MEDIUM,3.1
3.0.16,CVE-2026-45447,8.8,HIGH,3.1
3.0.16,CVE-2026-7383,8.1,HIGH,3.1
3.0.16,CVE-2026-9076,7.5,HIGH,3.1
3.0.12,CVE-2023-5678,5.3,MEDIUM,3.1
3.0.12,CVE-2024-0727,5.5,MEDIUM,3.1
3.0.12,CVE-2025-68160,4.7,MEDIUM,3.1
3.0.12,CVE-2025-69418,4.0,MEDIUM,3.1
3.0.12,CVE-2025-69419,7.4,HIGH,3.1
3.0.12,CVE-2025-69420,7.5,HIGH,3.1
3.0.12,CVE-2025-69421,7.5,HIGH,3.1
3.0.12,CVE-2026-22795,5.5,MEDIUM,3.1
3.0.12,CVE-2026-22796,5.3,MEDIUM,3.1
3.0.12,CVE-2026-28387,8.1,HIGH,3.1
3.0.12,CVE-2026-28388,7.5,HIGH,3.1
3.0.12,CVE-2026-28389,7.5,HIGH,3.1
3.0.12,CVE-2026-28390,7.5,HIGH,3.1
3.0.12,CVE-2026-34180,7.5,HIGH,3.1
3.0.12,CVE-2026-42766,5.9,MEDIUM,3.1
3.0.12,CVE-2026-45447,8.8,HIGH,3.1
3.0.12,CVE-2026-7383,8.1,HIGH,3.1
3.0.12,CVE-2026-9076,7.5,HIGH,3.1
1.0.2o,CVE-2023-5678,5.3,MEDIUM,3.1
1.0.2o,CVE-2024-0727,5.5,MEDIUM,3.1
1.0.2o,CVE-2025-68160,4.7,MEDIUM,3.1
1.0.2o,CVE-2025-69421,7.5,HIGH,3.1
1.0.2o,CVE-2026-22796,5.3,MEDIUM,3.1
1.0.2o,CVE-2026-28388,7.5,HIGH,3.1
1.0.2o,CVE-2026-28389,7.5,HIGH,3.1
1.0.2o,CVE-2026-28390,7.5,HIGH,3.1
1.0.2o,CVE-2026-34180,7.5,HIGH,3.1
1.0.2o,CVE-2026-42766,5.9,MEDIUM,3.1
1.0.2o,CVE-2026-45447,8.8,HIGH,3.1
1.0.2o,CVE-2026-7383,8.1,HIGH,3.1
1.0.2o,CVE-2026-9076,7.5,HIGH,3.1
3.0.11,CVE-2023-5678,5.3,MEDIUM,3.1
3.0.11,CVE-2024-0727,5.5,MEDIUM,3.1
3.0.11,CVE-2025-68160,4.7,MEDIUM,3.1
3.0.11,CVE-2025-69418,4.0,MEDIUM,3.1
3.0.11,CVE-2025-69419,7.4,HIGH,3.1
3.0.11,CVE-2025-69420,7.5,HIGH,3.1
3.0.11,CVE-2025-69421,7.5,HIGH,3.1
3.0.11,CVE-2026-22795,5.5,MEDIUM,3.1
3.0.11,CVE-2026-22796,5.3,MEDIUM,3.1
3.0.11,CVE-2026-28387,8.1,HIGH,3.1
3.0.11,CVE-2026-28388,7.5,HIGH,3.1
3.0.11,CVE-2026-28389,7.5,HIGH,3.1
3.0.11,CVE-2026-28390,7.5,HIGH,3.1
3.0.11,CVE-2026-34180,7.5,HIGH,3.1
3.0.11,CVE-2026-42766,5.9,MEDIUM,3.1
3.0.11,CVE-2026-45447,8.8,HIGH,3.1
3.0.11,CVE-2026-7383,8.1,HIGH,3.1
3.0.11,CVE-2026-9076,7.5,HIGH,3.1
1.0.2q,CVE-2023-5678,5.3,MEDIUM,3.1
1.0.2q,CVE-2024-0727,5.5,MEDIUM,3.1
1.0.2q,CVE-2025-68160,4.7,MEDIUM,3.1
1.0.2q,CVE-2025-69421,7.5,HIGH,3.1
1.0.2q,CVE-2026-22796,5.3,MEDIUM,3.1
1.0.2q,CVE-2026-28388,7.5,HIGH,3.1
1.0.2q,CVE-2026-28389,7.5,HIGH,3.1
1.0.2q,CVE-2026-28390,7.5,HIGH,3.1
1.0.2q,CVE-2026-34180,7.5,HIGH,3.1
1.0.2q,CVE-2026-42766,5.9,MEDIUM,3.1
1.0.2q,CVE-2026-45447,8.8,HIGH,3.1
1.0.2q,CVE-2026-7383,8.1,HIGH,3.1
1.0.2q,CVE-2026-9076,7.5,HIGH,3.1
1.1.1d,CVE-2023-4807,7.8,HIGH,3.1
1.1.1d,CVE-2023-5678,5.3,MEDIUM,3.1
1.1.1d,CVE-2024-0727,5.5,MEDIUM,3.1
1.1.1d,CVE-2025-68160,4.7,MEDIUM,3.1
1.1.1d,CVE-2025-69418,4.0,MEDIUM,3.1
1.1.1d,CVE-2025-69419,7.4,HIGH,3.1
1.1.1d,CVE-2025-69420,7.5,HIGH,3.1
1.1.1d,CVE-2025-69421,7.5,HIGH,3.1
1.1.1d,CVE-2026-22795,5.5,MEDIUM,3.1
1.1.1d,CVE-2026-22796,5.3,MEDIUM,3.1
1.1.1d,CVE-2026-28387,8.1,HIGH,3.1
1.1.1d,CVE-2026-28388,7.5,HIGH,3.1
1.1.1d,CVE-2026-28389,7.5,HIGH,3.1
1.1.1d,CVE-2026-28390,7.5,HIGH,3.1
1.1.1d,CVE-2026-34180,7.5,HIGH,3.1
1.1.1d,CVE-2026-42766,5.9,MEDIUM,3.1
1.1.1d,CVE-2026-45447,8.8,HIGH,3.1
1.1.1d,CVE-2026-7383,8.1,HIGH,3.1
1.1.1d,CVE-2026-9076,7.5,HIGH,3.1
3.0.7,CVE-2023-4807,7.8,HIGH,3.1
3.0.7,CVE-2023-5678,5.3,MEDIUM,3.1
3.0.7,CVE-2024-0727,5.5,MEDIUM,3.1
3.0.7,CVE-2025-68160,4.7,MEDIUM,3.1
3.0.7,CVE-2025-69418,4.0,MEDIUM,3.1
3.0.7,CVE-2025-69419,7.4,HIGH,3.1
3.0.7,CVE-2025-69420,7.5,HIGH,3.1
3.0.7,CVE-2025-69421,7.5,HIGH,3.1
3.0.7,CVE-2026-22795,5.5,MEDIUM,3.1
3.0.7,CVE-2026-22796,5.3,MEDIUM,3.1
3.0.7,CVE-2026-28387,8.1,HIGH,3.1
3.0.7,CVE-2026-28388,7.5,HIGH,3.1
3.0.7,CVE-2026-28389,7.5,HIGH,3.1
3.0.7,CVE-2026-28390,7.5,HIGH,3.1
3.0.7,CVE-2026-34180,7.5,HIGH,3.1
3.0.7,CVE-2026-42766,5.9,MEDIUM,3.1
3.0.7,CVE-2026-45447,8.8,HIGH,3.1
3.0.7,CVE-2026-7383,8.1,HIGH,3.1
3.0.7,CVE-2026-9076,7.5,HIGH,3.1
3.4.0,CVE-2025-68160,4.7,MEDIUM,3.1
3.4.0,CVE-2025-69418,4.0,MEDIUM,3.1
3.4.0,CVE-2025-69419,7.4,HIGH,3.1
3.4.0,CVE-2025-69420,7.5,HIGH,3.1
3.4.0,CVE-2025-69421,7.5,HIGH,3.1
3.4.0,CVE-2026-22795,5.5,MEDIUM,3.1
3.4.0,CVE-2026-22796,5.3,MEDIUM,3.1
3.4.0,CVE-2026-28387,8.1,HIGH,3.1
3.4.0,CVE-2026-28388,7.5,HIGH,3.1
3.4.0,CVE-2026-28389,7.5,HIGH,3.1
3.4.0,CVE-2026-28390,7.5,HIGH,3.1
3.4.0,CVE-2026-34180,7.5,HIGH,3.1
3.4.0,CVE-2026-42766,5.9,MEDIUM,3.1
3.4.0,CVE-2026-45447,8.8,HIGH,3.1
3.4.0,CVE-2026-7383,8.1,HIGH,3.1
3.4.0,CVE-2026-9076,7.5,HIGH,3.1
1.1.1a,CVE-2023-4807,7.8,HIGH,3.1
1.1.1a,CVE-2023-5678,5.3,MEDIUM,3.1
1.1.1a,CVE-2024-0727,5.5,MEDIUM,3.1
1.1.1a,CVE-2025-68160,4.7,MEDIUM,3.1
1.1.1a,CVE-2025-69418,4.0,MEDIUM,3.1
1.1.1a,CVE-2025-69419,7.4,HIGH,3.1
1.1.1a,CVE-2025-69420,7.5,HIGH,3.1
1.1.1a,CVE-2025-69421,7.5,HIGH,3.1
1.1.1a,CVE-2026-22795,5.5,MEDIUM,3.1
1.1.1a,CVE-2026-22796,5.3,MEDIUM,3.1
1.1.1a,CVE-2026-28387,8.1,HIGH,3.1
1.1.1a,CVE-2026-28388,7.5,HIGH,3.1
1.1.1a,CVE-2026-28389,7.5,HIGH,3.1
1.1.1a,CVE-2026-28390,7.5,HIGH,3.1
1.1.1a,CVE-2026-34180,7.5,HIGH,3.1
1.1.1a,CVE-2026-42766,5.9,MEDIUM,3.1
1.1.1a,CVE-2026-45447,8.8,HIGH,3.1
1.1.1a,CVE-2026-7383,8.1,HIGH,3.1
1.1.1a,CVE-2026-9076,7.5,HIGH,3.1
3.3.2,CVE-2025-68160,4.7,MEDIUM,3.1
3.3.2,CVE-2025-69418,4.0,MEDIUM,3.1
3.3.2,CVE-2025-69419,7.4,HIGH,3.1
3.3.2,CVE-2025-69420,7.5,HIGH,3.1
3.3.2,CVE-2025-69421,7.5,HIGH,3.1
3.3.2,CVE-2026-22795,5.5,MEDIUM,3.1
3.3.2,CVE-2026-22796,5.3,MEDIUM,3.1
3.3.2,CVE-2026-28387,8.1,HIGH,3.1
3.3.2,CVE-2026-28388,7.5,HIGH,3.1
3.3.2,CVE-2026-28389,7.5,HIGH,3.1
3.3.2,CVE-2026-28390,7.5,HIGH,3.1
3.6.2,CVE-2026-34180,7.5,HIGH,3.1
3.6.2,CVE-2026-42766,5.9,MEDIUM,3.1
3.6.2,CVE-2026-45447,8.8,HIGH,3.1
3.6.2,CVE-2026-7383,8.1,HIGH,3.1
3.6.2,CVE-2026-9076,7.5,HIGH,3.1
1.0.2h,CVE-2023-5678,5.3,MEDIUM,3.1
1.0.2h,CVE-2024-0727,5.5,MEDIUM,3.1
1.0.2h,CVE-2025-68160,4.7,MEDIUM,3.1
1.0.2h,CVE-2025-69421,7.5,HIGH,3.1
1.0.2h,CVE-2026-22796,5.3,MEDIUM,3.1
1.0.2h,CVE-2026-28388,7.5,HIGH,3.1
1.0.2h,CVE-2026-28389,7.5,HIGH,3.1
1.0.2h,CVE-2026-28390,7.5,HIGH,3.1
1.0.2h,CVE-2026-34180,7.5,HIGH,3.1
1.0.2h,CVE-2026-42766,5.9,MEDIUM,3.1
1.0.2h,CVE-2026-45447,8.8,HIGH,3.1
1.0.2h,CVE-2026-7383,8.1,HIGH,3.1
1.0.2h,CVE-2026-9076,7.5,HIGH,3.1
3.0.9,CVE-2023-4807,7.8,HIGH,3.1
3.0.9,CVE-2023-5678,5.3,MEDIUM,3.1
3.0.9,CVE-2024-0727,5.5,MEDIUM,3.1
3.0.9,CVE-2025-68160,4.7,MEDIUM,3.1
